rank;university;country;score
1173;King Mongkut’s University of Technology Thonburi;Thailand;10.7–22.1
1174;Kitasato University;Japan;10.7–22.1
1175;Kochi University;Japan;10.7–22.1
1176;Kogakuin University;Japan;10.7–22.1
1177;Kookmin University;South Korea;10.7–22.1
1178;Kwansei Gakuin University;Japan;10.7–22.1
1179;Kyoto Institute of Technology;Japan;10.7–22.1
1180;Kyushu Institute of Technology (Kyutech);Japan;10.7–22.1
1181;Latvia University of Life Sciences and Technologies;Latvia;10.7–22.1
1182;University of León;Spain;10.7–22.1
1183;University of Lethbridge;Canada;10.7–22.1
1184;L.N. Gumilyov Eurasian National University;Kazakhstan;10.7–22.1
1185;L.N. Gumilyov Eurasian National University;Russian Federation;10.7–22.1
1186;University of Lodz;Poland;10.7–22.1
1187;Lodz University of Technology;Poland;10.7–22.1
1188;London South Bank University;United Kingdom;10.7–22.1
1189;Londrina State University;Brazil;10.7–22.1
1190;Maharaja Sayajirao University of Baroda;India;10.7–22.1
1191;Mahasarakham University;Thailand;10.7–22.1
1192;Universiti Malaysia Sarawak (UNIMAS);Malaysia;10.7–22.1
1193;Manipal Academy of Higher Education;India;10.7–22.1
1194;University of Manouba;Tunisia;10.7–22.1
1195;Marmara University;Turkey;10.7–22.1
1196;University Cadi Ayyad of Marrakech;Morocco;10.7–22.1
1197;Meiji University;Japan;10.7–22.1
1198;Meijo University;Japan;10.7–22.1
1199;Mendel University in Brno;Czechia;10.7–22.1
1200;Menoufia University;Egypt;10.7–22.1
1201;M’Hamed Bougara University of Boumerdès;Algeria;10.7–22.1
1202;Universidad Michoacana de San Nicolás de Hidalgo;Mexico;10.7–22.1
1203;Mie University;Japan;10.7–22.1
1204;Ming Chuan University;Taiwan;10.7–22.1
1205;Minia University;Egypt;10.7–22.1
1206;Minia University;Russian Federation;10.7–22.1
1207;University of Miyazaki;Japan;10.7–22.1
1208;Mohammed V University of Rabat;Morocco;10.7–22.1
1209;University of Monastir;Tunisia;10.7–22.1
1210;University of Montenegro;Montenegro;10.7–22.1
1211;University of Montenegro;Russian Federation;10.7–22.1
1212;University of Montenegro;Russian Federation;10.7–22.1
1213;Multimedia University;Malaysia;10.7–22.1
1214;University of Mumbai;India;10.7–22.1
1215;University of Mysore;India;10.7–22.1
1216;Nagaoka University of Technology;Japan;10.7–22.1
1217;Nagasaki University;Japan;10.7–22.1
1218;Nagoya City University;Japan;10.7–22.1
1219;Nagoya Institute of Technology;Japan;10.7–22.1
1220;Nanjing University of Aeronautics and Astronautics;China;10.7–22.1
1221;Nara Medical University;Japan;10.7–22.1
1222;Naresuan University;Thailand;10.7–22.1
1223;National Changhua University of Education;Taiwan;10.7–22.1
1224;National Chiayi University;Taiwan;10.7–22.1
1225;National Chin-Yi University of Technology;Taiwan;10.7–22.1
1226;National Chung Cheng University;Taiwan;10.7–22.1
1227;National Chung Hsing University;Taiwan;10.7–22.1
1228;National University of Colombia;Colombia;10.7–22.1
1229;National University of Córdoba;Argentina;10.7–22.1
1230;National University of Cuyo;Argentina;10.7–22.1
1231;National University of Kaohsiung;Taiwan;10.7–22.1
1232;National University of Kaohsiung;Russian Federation;10.7–22.1
1233;National University of San Martín;Argentina;10.7–22.1
1234;National University of the South;Argentina;10.7–22.1
1235;National Taipei University;Taiwan;10.7–22.1
1236;National Taiwan Ocean University;Taiwan;10.7–22.1
1237;National Technical University Kharkiv Polytechnic Institute;Ukraine;10.7–22.1
1238;National Yunlin University of Science and Technology;Taiwan;10.7–22.1
1239;Nicolaus Copernicus University in Toruń;Poland;10.7–22.1
1240;University of Nigeria Nsukka;Nigeria;10.7–22.1
1241;Slovak University of Agriculture in Nitra;Slovakia;10.7–22.1
1242;University of North Carolina Wilmington;United States;10.7–22.1
1243;North China Electric Power University;China;10.7–22.1
1244;University of the North, Colombia;Colombia;10.7–22.1
1245;University of North Florida;United States;10.7–22.1
1246;University of North Florida;Russian Federation;10.7–22.1
1247;Oakland University;United States;10.7–22.1
1248;Ocean University of China;China;10.7–22.1
1249;Ochanomizu University;Japan;10.7–22.1
1250;Oita University;Japan;10.7–22.1
1251;Ondokuz Mayis University;Turkey;10.7–22.1
1252;Osaka Medical College;Japan;10.7–22.1
1253;Osaka Prefecture University;Japan;10.7–22.1
1254;University of Ostrava;Czechia;10.7–22.1
1255;University of Pardubice;Czechia;10.7–22.1
1256;Paris Nanterre University;France;10.7–22.1
1257;Paris Nanterre University;Russian Federation;10.7–22.1
1258;Paris Nanterre University;Russian Federation;10.7–22.1
1259;University of Peshawar;Pakistan;10.7–22.1
1260;University of Peshawar;Russian Federation;10.7–22.1
1261;PMAS Arid Agriculture University Rawalpindi;Pakistan;10.7–22.1
1262;Polytechnic University of Bucharest;Romania;10.7–22.1
1263;Polytechnic University of Timişoara;Romania;10.7–22.1
1264;Pontifical Catholic University of Minas Gerais;Brazil;10.7–22.1
1265;Pontifical Catholic University of Valparaíso;Chile;10.7–22.1
1266;Universidad Pontificia Bolivariana (UPB);Colombia;10.7–22.1
1267;Pontifícia Universidade Católica do Paraná;Brazil;10.7–22.1
1268;Prince of Songkla University;Thailand;10.7–22.1
1269;PSG College of Technology;India;10.7–22.1
1270;Riga Technical University;Latvia;10.7–22.1
1271;Ritsumeikan University;Japan;10.7–22.1
1272;Robert Gordon University;United Kingdom;10.7–22.1
1273;University of the Ryukyus;Japan;10.7–22.1
1274;Saga University;Japan;10.7–22.1
1275;Saitama University;Japan;10.7–22.1
1276;Saitama Medical University;Japan;10.7–22.1
1277;Saitama Medical University;Russian Federation;10.7–22.1
1278;University of Santiago, Chile (USACH);Chile;10.7–22.1
1279;University of Sargodha;Pakistan;10.7–22.1
1280;SASTRA University;India;10.7–22.1
1281;Sathyabama Institute of Science and Technology;India;10.7–22.1
1282;University of Sciences and Technology Houari Boumediene;Algeria;10.7–22.1
1283;University of Science and Technology of Oran Mohamed-Boudiaf;Algeria;10.7–22.1
1284;University of Science and Technology of Oran Mohamed-Boudiaf;Russian Federation;10.7–22.1
1285;Selçuk University;Turkey;10.7–22.1
1286;Semnan University;Iran;10.7–22.1
1287;Seoul National University of Science and Technology (SeoulTech);South Korea;10.7–22.1
1288;University of Sfax;Tunisia;10.7–22.1
1289;Shahed University;Iran;10.7–22.1
1290;Shahid Bahonar University of Kerman;Iran;10.7–22.1
1291;​Shahid Chamran University of Ahvaz;Iran;10.7–22.1
1292;Shahrekord University;Iran;10.7–22.1
1293;Shahrood University of Technology;Iran;10.7–22.1
1294;Shibaura Institute of Technology;Japan;10.7–22.1
1295;Shiga University of Medical Science;Japan;10.7–22.1
1296;Shimane University;Japan;10.7–22.1
1297;Shinshu University;Japan;10.7–22.1
1298;Shiraz University of Medical Sciences;Iran;10.7–22.1
1299;Shizuoka University;Japan;10.7–22.1
1300;University of Shizuoka;Japan;10.7–22.1
1301;Showa University;Japan;10.7–22.1
1302;Showa University;Russian Federation;10.7–22.1
1303;Siksha ‘O’ Anusandhan;India;10.7–22.1
1304;University of Silesia in Katowice;Poland;10.7–22.1
1305;Silesian University of Technology;Poland;10.7–22.1
1306;Silpakorn University;Thailand;10.7–22.1
1307;Simón Bolívar University;Venezuela;10.7–22.1
1308;Slovak University of Technology in Bratislava;Slovakia;10.7–22.1
1309;Sofia University;Bulgaria;10.7–22.1
1310;Sohag University;Egypt;10.7–22.1
1311;University of Sonora;Mexico;10.7–22.1
1312;Soongsil University;South Korea;10.7–22.1
1313;Sophia University;Japan;10.7–22.1
1314;University of Sousse;Tunisia;10.7–22.1
1315;University of South Africa;South Africa;10.7–22.1
1316;University of South China;China;10.7–22.1
1317;University of South China;Russian Federation;10.7–22.1
1318;Southern Medical University;China;10.7–22.1
1319;Southern Medical University;Russian Federation;10.7–22.1
1320;South Valley University  (Egypt);Egypt;10.7–22.1
1321;University of South Wales;United Kingdom;10.7–22.1
1322;Southwest Jiaotong University;China;10.7–22.1
1323;Srinakharinwirot University;Thailand;10.7–22.1
1324;SRM Institute of Science and Technology;India;10.7–22.1
1325;State University of Ponta Grossa;Brazil;10.7–22.1
1326;State University of Santa Cruz;Brazil;10.7–22.1
1327;State University of Santa Cruz;Russian Federation;10.7–22.1
1328;Süleyman Demirel University;Turkey;10.7–22.1
1329;Sumy State University;Ukraine;10.7–22.1
1330;Suranaree University of Technology;Thailand;10.7–22.1
1331;SWPS University;Poland;10.7–22.1
1332;Szent István University;Hungary;10.7–22.1
1333;University of Talca;Chile;10.7–22.1
1334;Tamil Nadu Agricultural University;India;10.7–22.1
1335;Tamkang University;Taiwan;10.7–22.1
1336;University of Tarapacá;Chile;10.7–22.1
1337;Taras Shevchenko National University of Kyiv;Ukraine;10.7–22.1
1338;Technical University of Cluj-Napoca;Romania;10.7–22.1
1339;Technical University of Košice;Slovakia;10.7–22.1
1340;Technical University of Liberec;Czechia;10.7–22.1
1341;University of Technology, Iraq;Iraq;10.7–22.1
1342;Universidade Tecnológica Federal do Paraná (UTFPR);Brazil;10.7–22.1
1343;Universiti Teknologi MARA;Malaysia;10.7–22.1
1344;Institut Teknologi Sepuluh Nopember;Indonesia;10.7–22.1
1345;Texas State University;United States;10.7–22.1
1346;Thammasat University;Thailand;10.7–22.1
1347;TOBB University of Economics and Technology;Turkey;10.7–22.1
1348;Toho University;Japan;10.7–22.1
1349;Tokai University;Japan;10.7–22.1
1350;Tokat Gaziosmanpaşa University;Turkey;10.7–22.1
1351;Tokushima University;Japan;10.7–22.1
1352;Tokyo University of Agriculture;Japan;10.7–22.1
1353;Tokyo City University;Japan;10.7–22.1
1354;Tokyo Denki University;Japan;10.7–22.1
1355;Tokyo University of Marine Science and Technology;Japan;10.7–22.1
1356;Tomas Bata University in Zlín;Czechia;10.7–22.1
1357;Tottori University;Japan;10.7–22.1
1358;University of Toyama;Japan;10.7–22.1
1359;Toyo University;Japan;10.7–22.1
1360;Toyohashi University of Technology (TUT);Japan;10.7–22.1
1361;Tribhuvan University;Nepal;10.7–22.1
1362;Tunghai University;Taiwan;10.7–22.1
1363;University of Tunis El Manar;Tunisia;10.7–22.1
1364;Tzu Chi University;Taiwan;10.7–22.1
1365;Tzu Chi University;Russian Federation;10.7–22.1
1366;Unisinos University;Brazil;10.7–22.1
1367;Unisinos University;Russian Federation;10.7–22.1
1368;Urmia University;Iran;10.7–22.1
1369;Utsunomiya University;Japan;10.7–22.1
1370;University of Valladolid;Spain;10.7–22.1
1371;University of Valparaíso;Chile;10.7–22.1
1372;University of Veterinary and Animal Sciences, Lahore;Pakistan;10.7–22.1
1373;Vietnam National University (Ho Chi Minh City);Vietnam;10.7–22.1
1374;Vilnius Gediminas Technical University (Vilnius Tech);Lithuania;10.7–22.1
1375;V.N. Karazin Kharkiv National University;Ukraine;10.7–22.1
1376;V.N. Karazin Kharkiv National University;Russian Federation;10.7–22.1
1377;V.N. Karazin Kharkiv National University;Russian Federation;10.7–22.1
1378;VSB - Technical University of Ostrava;Czechia;10.7–22.1
1379;Warsaw University of Technology;Poland;10.7–22.1
1380;Wenzhou Medical University;China;10.7–22.1
1381;University of West Bohemia;Czechia;10.7–22.1
1382;West University of Timişoara;Romania;10.7–22.1
1383;Wrocław University of Science and Technology;Poland;10.7–22.1
1384;Yamagata University;Japan;10.7–22.1
1385;Yamaguchi University;Japan;10.7–22.1
1386;University of Yamanashi;Japan;10.7–22.1
1387;Yanshan University;China;10.7–22.1
1388;Yarmouk University;Jordan;10.7–22.1
1389;Yazd University;Iran;10.7–22.1
1390;Yeditepe University;Turkey;10.7–22.1
1391;Yıldız Technical University;Turkey;10.7–22.1
1392;Yokohama National University;Japan;10.7–22.1
1393;Yuan Ze University;Taiwan;10.7–22.1
1394;Zagazig University;Egypt;10.7–22.1
1395;University of Zagreb;Croatia;10.7–22.1
1396;University of Zanjan;Iran;10.7–22.1
1397;Zhejiang University of Technology;China;10.7–22.1
