rank;university;country;score
178;University of Aberdeen;United Kingdom;55.7
179;Newcastle University;United Kingdom;55.7
180;Paris-Saclay University;France;55.7
181;Scuola Normale Superiore di Pisa;Italy;55.6
182;Universitat Autònoma de Barcelona (UAB);Spain;55.5
183;Stockholm University;Sweden;55.3
184;Arizona State University (Tempe);United States;55.2
185;University of Canberra;Australia;55.2
186;Queensland University of Technology;Australia;55.1
187;Eindhoven University of Technology;Netherlands;54.9
188;George Washington University;United States;54.9
189;Technical University of Denmark;Denmark;54.9
190;Yonsei University (Seoul campus);South Korea;54.9
191;Cardiff University;United Kingdom;54.7
192;University of Gothenburg;Sweden;54.7
193;University of Lausanne;Switzerland;54.7
194;Tel Aviv University;Israel;54.7
195;Macquarie University;Australia;54.6
196;University of Münster;Germany;54.6
197;Texas A&M University;United States;54.5
198;University of Barcelona;Spain;54.4
199;University of Erlangen-Nuremberg;Germany;54.4
200;University of Calgary;Canada;54.3
201;University of East Anglia;United Kingdom;54.3
202;Queen’s University Belfast;United Kingdom;54.3
203;Aalborg University;Denmark;50.6–54.2
204;Aalto University;Finland;50.6–54.2
205;University of Bath;United Kingdom;50.6–54.2
206;University of Bergen;Norway;50.6–54.2
207;Brandeis University;United States;50.6–54.2
208;University of California, Santa Cruz;United States;50.6–54.2
209;Chalmers University of Technology;Sweden;50.6–54.2
210;Copenhagen Business School;Denmark;50.6–54.2
211;Curtin University;Australia;50.6–54.2
212;University of Duisburg-Essen;Germany;50.6–54.2
213;University of Dundee;United Kingdom;50.6–54.2
214;Griffith University;Australia;50.6–54.2
215;University of Hawai’i at Mānoa;United States;50.6–54.2
216;Hebrew University of Jerusalem;Israel;50.6–54.2
217;University of Hohenheim;Germany;50.6–54.2
218;Howard University;United States;50.6–54.2
219;University of Iowa;United States;50.6–54.2
220;James Cook University;Australia;50.6–54.2
221;Karlsruhe Institute of Technology;Germany;50.6–54.2
222;King Abdulaziz University;Saudi Arabia;50.6–54.2
223;KTH Royal Institute of Technology;Sweden;50.6–54.2
224;La Trobe University;Australia;50.6–54.2
225;Université Libre de Bruxelles;Belgium;50.6–54.2
226;University of Luxembourg;Luxembourg;50.6–54.2
227;University of Massachusetts;United States;50.6–54.2
228;Medical University of Graz;Austria;50.6–54.2
229;Medical University of Innsbruck;Austria;50.6–54.2
230;Medical University of Vienna;Austria;50.6–54.2
231;University of Miami;United States;50.6–54.2
232;University of Miami;Russian Federation;50.6–54.2
233;University of Otago;New Zealand;50.6–54.2
234;RCSI University of Medicine and Health Sciences;Ireland;50.6–54.2
235;University of Reading;United Kingdom;50.6–54.2
236;St George’s, University of London;United Kingdom;50.6–54.2
237;University of São Paulo;Brazil;50.6–54.2
238;Sapienza University of Rome;Italy;50.6–54.2
239;University of South Florida (Tampa);United States;50.6–54.2
240;University of St Andrews;United Kingdom;50.6–54.2
241;Télécom Paris – Institut Polytechnique de Paris;France;50.6–54.2
242;Tilburg University;Netherlands;50.6–54.2
243;Tohoku University;Japan;50.6–54.2
244;University of Twente;Netherlands;50.6–54.2
245;University of Utah;United States;50.6–54.2
246;Virginia Polytechnic Institute and State University;United States;50.6–54.2
247;University of Waterloo;Canada;50.6–54.2
248;Western University;Canada;50.6–54.2
249;University of the Witwatersrand;South Africa;50.6–54.2
250;University of Wollongong;Australia;50.6–54.2
251;Alfaisal University;Saudi Arabia;48.0–50.5
252;Auckland University of Technology;New Zealand;48.0–50.5
253;Australian Catholic University;Australia;48.0–50.5
254;Brighton and Sussex Medical School;United Kingdom;48.0–50.5
255;University at Buffalo;United States;48.0–50.5
256;University of California, Riverside;United States;48.0–50.5
257;University of Cincinnati – Uptown;United States;48.0–50.5
258;Dalhousie University;Canada;48.0–50.5
259;Deakin University;Australia;48.0–50.5
260;École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris;France;48.0–50.5
261;École Normale Supérieure de Lyon;France;48.0–50.5
262;Flinders University;Australia;48.0–50.5
263;Florida State University;United States;48.0–50.5
264;Friedrich Schiller University Jena;Germany;48.0–50.5
265;George Mason University;United States;48.0–50.5
266;Goethe University Frankfurt;Germany;48.0–50.5
267;Goethe University Frankfurt;Russian Federation;48.0–50.5
268;University of Illinois Chicago;United States;48.0–50.5
269;Constructor University;Germany;48.0–50.5
270;University of Kiel;Germany;48.0–50.5
271;University of Konstanz;Germany;48.0–50.5
272;Kyung Hee University;South Korea;48.0–50.5
273;Université Laval;Canada;48.0–50.5
274;Macau University of Science and Technology;Macao;48.0–50.5
275;University of Navarra;Spain;48.0–50.5
276;University of Newcastle;Australia;48.0–50.5
277;University of New Mexico (Main campus);United States;48.0–50.5
278;Nova Southeastern University;United States;48.0–50.5
279;Oregon Health and Science University;United States;48.0–50.5
280;University of Padua;Italy;48.0–50.5
281;University of Potsdam;Germany;48.0–50.5
282;Queen’s University;Canada;48.0–50.5
283;Ruhr University Bochum;Germany;48.0–50.5
284;Simon Fraser University;Canada;48.0–50.5
285;University of Southern Denmark;Denmark;48.0–50.5
286;Southern University of Science and Technology (SUSTech);China;48.0–50.5
287;Stellenbosch University;South Africa;48.0–50.5
288;SUNY University at Albany;United States;48.0–50.5
289;Sun Yat-sen University;China;48.0–50.5
290;University of Surrey;United Kingdom;48.0–50.5
291;Università della Svizzera italiana;Switzerland;48.0–50.5
292;Swansea University;United Kingdom;48.0–50.5
293;University of Tartu;Estonia;48.0–50.5
294;University College Dublin;Ireland;48.0–50.5
295;Vita-Salute San Raffaele University;Italy;48.0–50.5
296;Vrije Universiteit Brussel;Belgium;48.0–50.5
297;Wake Forest University;United States;48.0–50.5
298;Western Sydney University;Australia;48.0–50.5
299;William & Mary;United States;48.0–50.5
300;American University of Beirut;Lebanon;45.6–47.9
301;Anglia Ruskin University (ARU);United Kingdom;45.6–47.9
302;Autonomous University of Madrid;Spain;45.6–47.9
303;Beijing Normal University;China;45.6–47.9
304;Boston College;United States;45.6–47.9
305;University of California, Merced;United States;45.6–47.9
306;University of Colorado Denver/Anschutz Medical Campus;United States;45.6–47.9
307;Cyprus University of Technology;Cyprus;45.6–47.9
308;University of Delaware;United States;45.6–47.9
309;University of Essex;United Kingdom;45.6–47.9
310;University of Greifswald;Germany;45.6–47.9
311;Huazhong University of Science and Technology;China;45.6–47.9
312;Illinois Institute of Technology;United States;45.6–47.9
313;Indian Institute of Science;India;45.6–47.9
314;Johannes Gutenberg University of Mainz;Germany;45.6–47.9
315;University of Kent;United Kingdom;45.6–47.9
316;University of Klagenfurt;Austria;45.6–47.9
317;Kurdistan University of Medical Sciences;Iran;45.6–47.9
318;University of Macau;Macao;45.6–47.9
319;University of Malaya;Malaysia;45.6–47.9
320;University of Marburg;Germany;45.6–47.9
321;Montpellier University;France;45.6–47.9
322;University of Galway;Ireland;45.6–47.9
323;North Carolina State University;United States;45.6–47.9
324;University of Oregon;United States;45.6–47.9
325;University of Oulu;Finland;45.6–47.9
326;University of Passau;Germany;45.6–47.9
327;University of Passau;Russian Federation;45.6–47.9
328;Qatar University;Qatar;45.6–47.9
329;Reykjavík University;Iceland;45.6–47.9
330;RMIT University;Australia;45.6–47.9
331;Royal Holloway, University of London;United Kingdom;45.6–47.9
332;Rush University;United States;45.6–47.9
333;Sejong University;South Korea;45.6–47.9
334;University of South Australia;Australia;45.6–47.9
335;University of Stirling;United Kingdom;45.6–47.9
336;Stony Brook University;United States;45.6–47.9
337;Syracuse University;United States;45.6–47.9
338;Taipei Medical University;Taiwan;45.6–47.9
339;Tampere University;Finland;45.6–47.9
340;Technical University of Darmstadt;Germany;45.6–47.9
341;Temple University;United States;45.6–47.9
342;The University of Tennessee-Knoxville;United States;45.6–47.9
343;University of Texas at Dallas;United States;45.6–47.9
344;Tokyo Institute of Technology;Japan;45.6–47.9
345;University of Trento;Italy;45.6–47.9
346;Tulane University;United States;45.6–47.9
347;United Arab Emirates University;United Arab Emirates;45.6–47.9
348;University College Cork;Ireland;45.6–47.9
349;Washington State University;United States;45.6–47.9
350;Wuhan University;China;45.6–47.9
351;Aix-Marseille University;France;43.6–45.5
352;Babol Noshirvani University of Technology;Iran;43.6–45.5
353;University of Bayreuth;Germany;43.6–45.5
354;Birkbeck, University of London;United Kingdom;43.6–45.5
355;Universiti Brunei Darussalam;Brunei Darussalam;43.6–45.5
356;Brunel University of London;United Kingdom;43.6–45.5
357;Catholic University of Portugal;Portugal;43.6–45.5
358;Central South University;China;43.6–45.5
359;City, University of London;United Kingdom;43.6–45.5
360;University of Crete;Greece;43.6–45.5
361;Drexel University;United States;43.6–45.5
362;East China Normal University;China;43.6–45.5
363;University of Fribourg;Switzerland;43.6–45.5
364;Grenoble Alpes University;France;43.6–45.5
365;Hanyang University;South Korea;43.6–45.5
366;Hasselt University;Belgium;43.6–45.5
367;Heriot-Watt University;United Kingdom;43.6–45.5
368;Hong Kong Baptist University;Hong Kong;43.6–45.5
369;IMT Atlantique;France;43.6–45.5
370;Indian Institute of Technology Ropar;India;43.6–45.5
371;University of Innsbruck;Austria;43.6–45.5
372;University of Kansas;United States;43.6–45.5
373;Khalifa University;United Arab Emirates;43.6–45.5
374;University of KwaZulu-Natal;South Africa;43.6–45.5
375;LUT University;Finland;43.6–45.5
376;University of Liège;Belgium;43.6–45.5
377;Loughborough University;United Kingdom;43.6–45.5
378;University of Manitoba;Canada;43.6–45.5
379;University of Milan;Italy;43.6–45.5
380;University of Milan-Bicocca;Italy;43.6–45.5
381;Nagoya University;Japan;43.6–45.5
382;Nankai University;China;43.6–45.5
383;National Tsing Hua University;Taiwan;43.6–45.5
384;Northumbria University;United Kingdom;43.6–45.5
385;NOVA University of Lisbon;Portugal;43.6–45.5
386;University of Occupational and Environmental Health, Japan;Japan;43.6–45.5
387;Örebro University;Sweden;43.6–45.5
388;The University of Osaka;Japan;43.6–45.5
389;Politecnico di Milano;Italy;43.6–45.5
390;University of Stuttgart;Germany;43.6–45.5
391;Swedish University of Agricultural Sciences;Sweden;43.6–45.5
392;Swinburne University of Technology;Australia;43.6–45.5
393;University of Tasmania;Australia;43.6–45.5
394;University of Turku;Finland;43.6–45.5
395;UiT The Arctic University of Norway;Norway;43.6–45.5
396;Umeå University;Sweden;43.6–45.5
397;Université de Versailles Saint-Quentin-en-Yvelines;France;43.6–45.5
398;Victoria University;Australia;43.6–45.5
399;University of Victoria;Canada;43.6–45.5
400;Wayne State University;United States;43.6–45.5
401;Aberystwyth University;United Kingdom;39.8–43.5
402;University of Alaska Fairbanks;United States;39.8–43.5
403;American University;United States;39.8–43.5
404;Aston University;United Kingdom;39.8–43.5
405;Aswan University;Egypt;39.8–43.5
406;Bangor University;United Kingdom;39.8–43.5
407;University of Bari Aldo Moro;Italy;39.8–43.5
408;University of Bari Aldo Moro;Russian Federation;39.8–43.5
409;University of Bordeaux;France;39.8–43.5
410;Bournemouth University;United Kingdom;39.8–43.5
411;University of Bremen;Germany;39.8–43.5
412;University of Brescia;Italy;39.8–43.5
413;University of Campinas;Brazil;39.8–43.5
414;Cankaya University;Turkey;39.8–43.5
415;University of Canterbury;New Zealand;39.8–43.5
416;Centrale Nantes;France;39.8–43.5
417;CEU Universities;Spain;39.8–43.5
418;Charles University;Czechia;39.8–43.5
419;China Medical University, Taiwan;Taiwan;39.8–43.5
420;Clark University;United States;39.8–43.5
421;Colorado School of Mines;United States;39.8–43.5
422;Colorado State University, Fort Collins;United States;39.8–43.5
423;University of Connecticut;United States;39.8–43.5
424;University of Denver;United States;39.8–43.5
425;Universidad del Desarrollo;Chile;39.8–43.5
426;Diego Portales University;Chile;39.8–43.5
427;Durban University of Technology;South Africa;39.8–43.5
428;University of Eastern Finland;Finland;39.8–43.5
429;Edith Cowan University;Australia;39.8–43.5
430;University of Toulouse;France;39.8–43.5
431;University of Florence;Italy;39.8–43.5
432;Florida International University;United States;39.8–43.5
433;Free University of Bozen-Bolzano;Italy;39.8–43.5
434;University of Genoa;Italy;39.8–43.5
435;University of Georgia (USA);United States;39.8–43.5
436;Georgia State University;United States;39.8–43.5
437;Goldsmiths, University of London;United Kingdom;39.8–43.5
438;Harbin Institute of Technology;China;39.8–43.5
439;Hunan University;China;39.8–43.5
440;University of Ibadan;Nigeria;39.8–43.5
441;University of Iceland;Iceland;39.8–43.5
442;Indian Institute of Technology Indore;India;39.8–43.5
443;Iowa State University;United States;39.8–43.5
444;Jordan University of Science and Technology;Jordan;39.8–43.5
445;Justus Liebig University Giessen;Germany;39.8–43.5
446;University of Jyväskylä;Finland;39.8–43.5
447;University of Kentucky;United States;39.8–43.5
448;King Saud University;Saudi Arabia;39.8–43.5
449;Koç University;Turkey;39.8–43.5
450;Kyushu University;Japan;39.8–43.5
451;Linköping University;Sweden;39.8–43.5
452;Institut Agro;France;39.8–43.5
453;Liverpool John Moores University;United Kingdom;39.8–43.5
454;Makerere University;Uganda;39.8–43.5
455;Mansoura University;Egypt;39.8–43.5
456;Maynooth University;Ireland;39.8–43.5
457;Middlesex University;United Kingdom;39.8–43.5
458;Missouri University of Science and Technology;United States;39.8–43.5
459;Mizzou - University of Missouri;United States;39.8–43.5
460;University of Modena and Reggio Emilia;Italy;39.8–43.5
461;University of Naples Federico II;Italy;39.8–43.5
462;National and Kapodistrian University of Athens;Greece;39.8–43.5
463;National and Kapodistrian University of Athens;Russian Federation;39.8–43.5
464;National Yang-Ming University;Taiwan;39.8–43.5
465;University of Nebraska-Lincoln;United States;39.8–43.5
466;University of Neuchâtel;Switzerland;39.8–43.5
467;Norwegian University of Science and Technology;Norway;39.8–43.5
468;Oklahoma State University;United States;39.8–43.5
469;Oregon State University;United States;39.8–43.5
470;University of Pavia;Italy;39.8–43.5
471;University of Peradeniya;Sri Lanka;39.8–43.5
472;University of the Philippines;Philippines;39.8–43.5
473;University of Pisa;Italy;39.8–43.5
474;University of Plymouth;United Kingdom;39.8–43.5
475;Polytechnic University of Bari;Italy;39.8–43.5
476;Pontificia Universidad Javeriana;Colombia;39.8–43.5
477;University of Porto;Portugal;39.8–43.5
478;University of Rome II – Tor Vergata;Italy;39.8–43.5
479;Royal Veterinary College;United Kingdom;39.8–43.5
480;University of St Gallen;Switzerland;39.8–43.5
481;University of St Gallen;Russian Federation;39.8–43.5
482;University of Salerno;Italy;39.8–43.5
483;University of Sannio;Italy;39.8–43.5
484;University of Saskatchewan;Canada;39.8–43.5
485;Semmelweis University;Hungary;39.8–43.5
486;Sharif University of Technology;Iran;39.8–43.5
487;Shenzhen University;China;39.8–43.5
488;University of Siena;Italy;39.8–43.5
489;University of South Carolina-Columbia;United States;39.8–43.5
490;South China University of Technology;China;39.8–43.5
491;SRUC (Scotland’s Rural College);United Kingdom;39.8–43.5
492;University of Strathclyde;United Kingdom;39.8–43.5
493;Technion Israel Institute of Technology;Israel;39.8–43.5
494;Tianjin University;China;39.8–43.5
495;Tokyo Medical and Dental University (TMDU);Japan;39.8–43.5
496;Tongji University;China;39.8–43.5
497;University of Tsukuba;Japan;39.8–43.5
498;TU Dortmund University;Germany;39.8–43.5
499;The University of Tulsa;United States;39.8–43.5
500;University of Turin;Italy;39.8–43.5
501;TU Wien;Austria;39.8–43.5
502;University of Valencia;Spain;39.8–43.5
503;Verona University;Italy;39.8–43.5
504;UWE Bristol (University of the West of England);United Kingdom;39.8–43.5
505;Xi’an Jiaotong University;China;39.8–43.5
506;York University;Canada;39.8–43.5
507;Abdul Wali Khan University Mardan;Pakistan;36.4–39.7
508;Amirkabir University of Technology;Iran;36.4–39.7
509;University of L’Aquila;Italy;36.4–39.7
510;Universidad Autónoma de Chile;Chile;36.4–39.7
511;Bar-Ilan University;Israel;36.4–39.7
512;Beihang University;China;36.4–39.7
513;Beijing University of Chemical Technology;China;36.4–39.7
514;Beijing Institute of Technology;China;36.4–39.7
515;Bond University;Australia;36.4–39.7
516;Carleton University;Canada;36.4–39.7
517;University of Catania;Italy;36.4–39.7
518;CentraleSupélec;France;36.4–39.7
519;Charles Darwin University;Australia;36.4–39.7
520;Claude Bernard University Lyon 1;France;36.4–39.7
521;Complutense University of Madrid;Spain;36.4–39.7
522;University of Costa Rica;Costa Rica;36.4–39.7
523;Université Côte d'Azur;France;36.4–39.7
524;University of Cyprus;Cyprus;36.4–39.7
525;Dublin City University;Ireland;36.4–39.7
526;University of Electronic Science and Technology of China;China;36.4–39.7
527;Ferhat Abbas Sétif University 1;Algeria;36.4–39.7
528;University of Ferrara;Italy;36.4–39.7
529;Fujita Health University;Japan;36.4–39.7
530;Graz University of Technology;Austria;36.4–39.7
531;University of Guelph;Canada;36.4–39.7
532;Gwangju Institute of Science and Technology (GIST);South Korea;36.4–39.7
533;Hacettepe University;Turkey;36.4–39.7
534;Hofstra University;United States;36.4–39.7
535;Hokkaido University;Japan;36.4–39.7
536;University of Houston;United States;36.4–39.7
537;University of Hull;United Kingdom;36.4–39.7
538;University of Insubria;Italy;36.4–39.7
539;Iran University of Medical Sciences;Iran;36.4–39.7
540;Iran University of Science and Technology;Iran;36.4–39.7
541;Iran University of Science and Technology;Russian Federation;36.4–39.7
542;Jagiellonian University;Poland;36.4–39.7
543;University of Kashan;Iran;36.4–39.7
544;Keele University;United Kingdom;36.4–39.7
545;King Fahd University of Petroleum and Minerals;Saudi Arabia;36.4–39.7
546;King Khalid University;Saudi Arabia;36.4–39.7
547;Lagos State University;Nigeria;36.4–39.7
548;Leibniz University Hannover;Germany;36.4–39.7
549;University of Limerick;Ireland;36.4–39.7
550;University of Lincoln;United Kingdom;36.4–39.7
551;University of Lisbon;Portugal;36.4–39.7
552;Louisiana State University;United States;36.4–39.7
553;Lviv Polytechnic National University;Ukraine;36.4–39.7
554;Mashhad University of Medical Sciences;Iran;36.4–39.7
555;Memorial University of Newfoundland;Canada;36.4–39.7
556;University of Messina;Italy;36.4–39.7
557;University of Montana;United States;36.4–39.7
558;Murdoch University;Australia;36.4–39.7
559;National Cheng Kung University (NCKU);Taiwan;36.4–39.7
560;National Chiao Tung University;Taiwan;36.4–39.7
561;National Taiwan University of Science and Technology (Taiwan Tech);Taiwan;36.4–39.7
562;University of Nebraska Medical Center;United States;36.4–39.7
563;New Jersey Institute of Technology;United States;36.4–39.7
564;Northern Arizona University;United States;36.4–39.7
565;North-West University;South Africa;36.4–39.7
566;Northwestern Polytechnical University;China;36.4–39.7
567;Universidad Peruana Cayetano Heredia;Peru;36.4–39.7
568;Polytechnic University of Turin;Italy;36.4–39.7
569;Pontificia Universidad Católica de Chile;Chile;36.4–39.7
570;University of Portsmouth;United Kingdom;36.4–39.7
571;Quaid-i-Azam University;Pakistan;36.4–39.7
572;Renmin University of China;China;36.4–39.7
573;Rensselaer Polytechnic Institute;United States;36.4–39.7
574;Sabancı University;Turkey;36.4–39.7
575;University of Sassari;Italy;36.4–39.7
576;Sciences Po;France;36.4–39.7
577;SOAS University of London;United Kingdom;36.4–39.7
578;Soochow University, China;China;36.4–39.7
579;Southeast University;China;36.4–39.7
580;University of Southern Queensland;Australia;36.4–39.7
581;Southwestern University of Finance and Economics;China;36.4–39.7
582;Stevens Institute of Technology;United States;36.4–39.7
583;University of Strasbourg;France;36.4–39.7
584;Suez Canal University;Egypt;36.4–39.7
585;Sumy State University;Ukraine;36.4–39.7
586;SUNY Binghamton University;United States;36.4–39.7
587;University of Tehran;Iran;36.4–39.7
588;Tehran University of Medical Sciences;Iran;36.4–39.7
589;Teikyo University;Japan;36.4–39.7
590;Télécom SudParis – Institut Polytechnique de Paris;France;36.4–39.7
591;The University of Texas at San Antonio;United States;36.4–39.7
592;The University of Texas at San Antonio;Russian Federation;36.4–39.7
593;University of Trieste;Italy;36.4–39.7
594;Universiti Tunku Abdul Rahman (UTAR);Malaysia;36.4–39.7
595;University of Tuscia;Italy;36.4–39.7
596;University of Urbino Carlo Bo;Italy;36.4–39.7
597;Victoria University of Wellington;New Zealand;36.4–39.7
598;University of Waikato;New Zealand;36.4–39.7
599;The University of the West Indies;Jamaica;36.4–39.7
600;University of the West of Scotland;United Kingdom;36.4–39.7
601;Xiamen University;China;36.4–39.7
602;Zhejiang Normal University;China;36.4–39.7
603;Åbo Akademi University;Finland;30.2–36.3
604;The University of Aizu;Japan;30.2–36.3
605;Ajou University;South Korea;30.2–36.3
606;The University of Alabama;United States;30.2–36.3
607;University of Alabama in Huntsville;United States;30.2–36.3
608;Al-Balqa Applied University;Jordan;30.2–36.3
609;Amedeo Avogadro University of Eastern Piedmont;Italy;30.2–36.3
610;University of Antofagasta;Chile;30.2–36.3
611;Aristotle University of Thessaloniki;Greece;30.2–36.3
612;University of Arkansas;United States;30.2–36.3
613;Athens University of Economics and Business;Greece;30.2–36.3
614;Auburn University;United States;30.2–36.3
615;University of Aveiro;Portugal;30.2–36.3
616;University of the Balearic Islands;Spain;30.2–36.3
617;Banaras Hindu University;India;30.2–36.3
618;University of Beira Interior;Portugal;30.2–36.3
619;University of Belgrade;Serbia;30.2–36.3
620;University of Bergamo;Italy;30.2–36.3
621;Bilkent University;Turkey;30.2–36.3
