rank;university;country;score
60;The University of Sydney;Australia;73.8
61;University of Amsterdam;Netherlands;73.6
62;Seoul National University;South Korea;73.4
63;University of Wisconsin-Madison;United States;73.3
64;Brown University;United States;73.0
65;The Hong Kong University of Science and Technology;Hong Kong;73.0
66;Wageningen University & Research;Netherlands;73.0
67;Australian National University;Australia;72.6
68;Washington University in St Louis;United States;72.3
69;University of California, Santa Barbara;United States;72.1
70;The University of Queensland;Australia;72.0
71;Institut Polytechnique de Paris;France;71.3
72;University of North Carolina at Chapel Hill;United States;71.2
73;Nanjing University;China;70.9
74;University of Southern California;United States;70.8
75;Sorbonne University;France;70.5
76;Yonsei University (Seoul campus);South Korea;70.4
77;Leiden University;Netherlands;70.2
78;Boston University;United States;70.1
79;University of Groningen;Netherlands;70.0
80;University of Zurich;Switzerland;69.9
81;University of Bristol;United Kingdom;69.8
82;City University of Hong Kong;Hong Kong;69.3
83;Korea Advanced Institute of Science and Technology (KAIST);South Korea;69.2
84;UNSW Sydney;Australia;68.9
85;University of Minnesota;United States;68.7
86;Purdue University West Lafayette;United States;68.5
87;University of Glasgow;United Kingdom;68.2
88;The Hong Kong Polytechnic University;Hong Kong;68.2
89;Humboldt University of Berlin;Germany;68.2
90;RWTH Aachen University;Germany;68.0
91;University of Bonn;Germany;67.8
92;University of California, Irvine;United States;67.4
93;Vanderbilt University;United States;67.4
94;Charité - Universitätsmedizin Berlin;Germany;67.2
95;Charité - Universitätsmedizin Berlin;Russian Federation;67.0
96;University of Tübingen;Germany;67.0
97;KTH Royal Institute of Technology;Sweden;66.9
98;University of Southampton;United Kingdom;66.9
99;Erasmus University Rotterdam;Netherlands;66.7
100;Ohio State University (Main campus);United States;66.7
101;University of Birmingham;United Kingdom;66.6
102;Free University of Berlin;Germany;66.5
103;University of Copenhagen;Denmark;66.3
104;McMaster University;Canada;66.3
105;University of Sheffield;United Kingdom;66.2
106;Emory University;United States;66.1
107;Lund University;Sweden;66.1
108;University of Warwick;United Kingdom;66.1
109;Aarhus University;Denmark;65.9
110;University of Alberta;Canada;65.9
111;University of Adelaide;Australia;65.8
112;University of Göttingen;Germany;65.8
113;Université de Montréal;Canada;65.8
114;University of Maryland, College Park;United States;65.7
115;Ghent University;Belgium;65.6
116;University of Bern;Switzerland;65.4
117;Michigan State University;United States;65.4
118;Texas A&M University;United States;65.3
119;Rice University;United States;65.2
120;University of Vienna;Austria;65.2
121;University of Helsinki;Finland;65.1
122;Penn State (Main campus);United States;65.0
123;University of Basel;Switzerland;64.9
124;University of Massachusetts;United States;64.9
125;Vrije Universiteit Amsterdam;Netherlands;64.7
126;Technical University of Denmark;Denmark;64.6
127;University of Oslo;Norway;64.3
128;University of Freiburg;Germany;64.1
129;University of Leeds;United Kingdom;63.9
130;University of Nottingham;United Kingdom;63.8
131;Tohoku University;Japan;63.8
132;University of Florida;United States;63.7
133;University of Rochester;United States;63.6
134;Trinity College Dublin;Ireland;63.2
135;Queen Mary University of London;United Kingdom;63.1
136;University of Hamburg;Germany;63.0
137;Technical University of Berlin;Germany;63.0
138;University of Colorado Boulder;United States;62.9
139;Maastricht University;Netherlands;62.9
140;Karlsruhe Institute of Technology;Germany;62.8
141;Radboud University Nijmegen;Netherlands;62.8
142;Uppsala University;Sweden;62.8
143;University of Lausanne;Switzerland;62.7
144;The University of Western Australia;Australia;62.7
145;University of Pittsburgh-Pittsburgh campus;United States;62.5
146;Sungkyunkwan University (SKKU);South Korea;62.5
147;University of York;United Kingdom;62.4
148;University of Technology Sydney;Australia;62.3
149;Pohang University of Science and Technology (POSTECH);South Korea;62.2
150;University of Auckland;New Zealand;62.0
151;Sichuan University;China;62.0
152;University of Barcelona;Spain;61.9
153;National Taiwan University (NTU);Taiwan;61.9
154;Université Paris Cité;France;61.9
155;University of Arizona;United States;61.8
156;University of Bologna;Italy;61.8
157;Lancaster University;United Kingdom;61.8
158;Huazhong University of Science and Technology;China;61.7
159;University of Waterloo;Canada;61.7
160;University of Cologne;Germany;61.5
161;University of Antwerp;Belgium;61.4
162;Dartmouth College;United States;61.4
163;TU Dresden;Germany;61.4
164;Case Western Reserve University;United States;61.3
165;Wuhan University;China;61.3
166;University of Virginia (Main campus);United States;61.1
167;University of Cape Town;South Africa;60.9
168;Université Catholique de Louvain;Belgium;60.8
169;Eindhoven University of Technology;Netherlands;60.8
170;Harbin Institute of Technology;China;60.8
171;University of Liverpool;United Kingdom;60.8
172;Newcastle University;United Kingdom;60.8
173;Scuola Normale Superiore di Pisa;Italy;60.8
174;Durham University;United Kingdom;60.6
175;The University of Osaka;Japan;60.4
176;University of Würzburg;Germany;60.4
177;Beijing Normal University;China;60.2
178;University of Exeter;United Kingdom;60.2
179;University of Ottawa;Canada;60.2
180;Macquarie University;Australia;60.1
181;Sapienza University of Rome;Italy;60.0
182;Arizona State University (Tempe);United States;59.9
183;University of Geneva;Switzerland;59.8
184;University of Twente;Netherlands;59.7
185;Stockholm University;Sweden;59.6
186;Tongji University;China;59.6
187;Georgetown University;United States;59.5
188;University of Mannheim;Germany;59.5
189;Chalmers University of Technology;Sweden;59.4
190;Cardiff University;United Kingdom;59.3
191;Tokyo Institute of Technology;Japan;59.2
192;Tufts University;United States;59.2
193;University of Erlangen-Nuremberg;Germany;59.0
194;University of Macau;Macao;59.0
195;University of Münster;Germany;59.0
196;University of St Andrews;United Kingdom;59.0
197;Ulm University;Germany;59.0
198;Indiana University;United States;58.9
199;University of Notre Dame;United States;58.7
200;Queensland University of Technology;Australia;58.7
201;Ulsan National Institute of Science and Technology (UNIST);South Korea;58.7
202;Aalborg University;Denmark;55.9–58.6
203;Aalto University;Finland;55.9–58.6
204;University of Aberdeen;United Kingdom;55.9–58.6
205;Universitat Autònoma de Barcelona (UAB);Spain;55.9–58.6
206;University of Calgary;Canada;55.9–58.6
207;University of California, Santa Cruz;United States;55.9–58.6
208;Curtin University;Australia;55.9–58.6
209;Friedrich Schiller University Jena;Germany;55.9–58.6
210;George Washington University;United States;55.9–58.6
211;Goethe University Frankfurt;Germany;55.9–58.6
212;University of Gothenburg;Sweden;55.9–58.6
213;University of Hawai’i at Mānoa;United States;55.9–58.6
214;University of Illinois Chicago;United States;55.9–58.6
215;Indian Institute of Science;India;55.9–58.6
216;University of Iowa;United States;55.9–58.6
217;King Fahd University of Petroleum and Minerals;Saudi Arabia;55.9–58.6
218;Korea University;South Korea;55.9–58.6
219;University of Leicester;United Kingdom;55.9–58.6
220;Université Libre de Bruxelles;Belgium;55.9–58.6
221;University of Luxembourg;Luxembourg;55.9–58.6
222;Medical University of Graz;Austria;55.9–58.6
223;Medical University of Vienna;Austria;55.9–58.6
224;University of Miami;United States;55.9–58.6
225;University of Miami;Russian Federation;55.9–58.6
226;Nagoya University;Japan;55.9–58.6
227;University of Newcastle;Australia;55.9–58.6
228;Northeastern University, US;United States;55.9–58.6
229;University of Padua;Italy;55.9–58.6
230;Politecnico di Milano;Italy;55.9–58.6
231;Pompeu Fabra University;Spain;55.9–58.6
232;University of Potsdam;Germany;55.9–58.6
233;Queen’s University Belfast;United Kingdom;55.9–58.6
234;University of Reading;United Kingdom;55.9–58.6
235;Rutgers University–New Brunswick;United States;55.9–58.6
236;Sant’Anna School of Advanced Studies – Pisa;Italy;55.9–58.6
237;University of São Paulo;Brazil;55.9–58.6
238;Southern University of Science and Technology (SUSTech);China;55.9–58.6
239;Sun Yat-sen University;China;55.9–58.6
240;University of Sussex;United Kingdom;55.9–58.6
241;Swinburne University of Technology;Australia;55.9–58.6
242;Tel Aviv University;Israel;55.9–58.6
243;Tianjin University;China;55.9–58.6
244;Tilburg University;Netherlands;55.9–58.6
245;University College Dublin;Ireland;55.9–58.6
246;University of Utah;United States;55.9–58.6
247;Vrije Universiteit Brussel;Belgium;55.9–58.6
248;Western University;Canada;55.9–58.6
249;University of Wollongong;Australia;55.9–58.6
250;Abu Dhabi University;United Arab Emirates;53.1–55.8
251;University of Bath;United Kingdom;53.1–55.8
252;Beijing Institute of Technology;China;53.1–55.8
253;University of Bergen;Norway;53.1–55.8
254;Boston College;United States;53.1–55.8
255;Brandeis University;United States;53.1–55.8
256;University of California, Riverside;United States;53.1–55.8
257;Deakin University;Australia;53.1–55.8
258;University of East Anglia;United Kingdom;53.1–55.8
259;École Normale Supérieure de Lyon;France;53.1–55.8
260;Florida State University;United States;53.1–55.8
261;Griffith University;Australia;53.1–55.8
262;Heinrich Heine University Düsseldorf;Germany;53.1–55.8
263;University of Hohenheim;Germany;53.1–55.8
264;Humanitas University;Italy;53.1–55.8
265;Johannes Gutenberg University of Mainz;Germany;53.1–55.8
266;Khalifa University;United Arab Emirates;53.1–55.8
267;King Abdulaziz University;Saudi Arabia;53.1–55.8
268;University of Konstanz;Germany;53.1–55.8
269;Kyung Hee University;South Korea;53.1–55.8
270;LUT University;Finland;53.1–55.8
271;La Trobe University;Australia;53.1–55.8
272;Université Laval;Canada;53.1–55.8
273;Linköping University;Sweden;53.1–55.8
274;Loughborough University;United Kingdom;53.1–55.8
275;Macau University of Science and Technology;Macao;53.1–55.8
276;University of Malaya;Malaysia;53.1–55.8
277;Medical University of Innsbruck;Austria;53.1–55.8
278;Nankai University;China;53.1–55.8
279;North Carolina State University;United States;53.1–55.8
280;University of Oulu;Finland;53.1–55.8
281;Qatar University;Qatar;53.1–55.8
282;Queen’s University;Canada;53.1–55.8
283;RCSI University of Medicine and Health Sciences;Ireland;53.1–55.8
284;RMIT University;Australia;53.1–55.8
285;Ruhr University Bochum;Germany;53.1–55.8
286;Sejong University;South Korea;53.1–55.8
287;Semmelweis University;Hungary;53.1–55.8
288;Simon Fraser University;Canada;53.1–55.8
289;South China University of Technology;China;53.1–55.8
290;University of Southern Denmark;Denmark;53.1–55.8
291;University of South Florida;United States;53.1–55.8
292;Stony Brook University;United States;53.1–55.8
293;University of Stuttgart;Germany;53.1–55.8
294;University of Surrey;United Kingdom;53.1–55.8
295;Università della Svizzera italiana;Switzerland;53.1–55.8
296;Swansea University;United Kingdom;53.1–55.8
297;University of Tasmania;Australia;53.1–55.8
298;Technical University of Darmstadt;Germany;53.1–55.8
299;TU Wien;Austria;53.1–55.8
300;Virginia Polytechnic Institute and State University;United States;53.1–55.8
301;Vita-Salute San Raffaele University;Italy;53.1–55.8
302;Xi’an Jiaotong University;China;53.1–55.8
303;Beihang University;China;51.1–53.0
304;Birkbeck, University of London;United Kingdom;51.1–53.0
305;University of Bremen;Germany;51.1–53.0
306;University at Buffalo;United States;51.1–53.0
307;Università Cattolica del Sacro Cuore;Italy;51.1–53.0
308;China Medical University, Taiwan;Taiwan;51.1–53.0
309;Copenhagen Business School;Denmark;51.1–53.0
310;Dalhousie University;Canada;51.1–53.0
311;Drexel University;United States;51.1–53.0
312;University of Dundee;United Kingdom;51.1–53.0
313;East China Normal University;China;51.1–53.0
314;University of Essex;United Kingdom;51.1–53.0
315;Flinders University;Australia;51.1–53.0
316;University of Galway;Ireland;51.1–53.0
317;Université Grenoble Alpes;France;51.1–53.0
318;Hanyang University;South Korea;51.1–53.0
319;Hebrew University of Jerusalem;Israel;51.1–53.0
320;Hong Kong Baptist University;Hong Kong;51.1–53.0
321;University of Innsbruck;Austria;51.1–53.0
322;University of Kiel;Germany;51.1–53.0
323;Kyushu University;Japan;51.1–53.0
324;University of Liège;Belgium;51.1–53.0
325;Montpellier University;France;51.1–53.0
326;University of Navarra;Spain;51.1–53.0
327;Northwestern Polytechnical University;China;51.1–53.0
328;Norwegian University of Science and Technology;Norway;51.1–53.0
329;Oregon Health and Science University;United States;51.1–53.0
330;University of Otago;New Zealand;51.1–53.0
331;University of Pavia;Italy;51.1–53.0
332;University of Rome II – Tor Vergata;Italy;51.1–53.0
333;Royal Holloway, University of London;United Kingdom;51.1–53.0
334;St George’s, University of London;United Kingdom;51.1–53.0
335;Sharif University of Technology;Iran;51.1–53.0
336;University of South Australia;Australia;51.1–53.0
337;Southeast University;China;51.1–53.0
338;Stellenbosch University;South Africa;51.1–53.0
339;University of Strathclyde;United Kingdom;51.1–53.0
340;Swedish University of Agricultural Sciences;Sweden;51.1–53.0
341;Tampere University;Finland;51.1–53.0
342;University of Tartu;Estonia;51.1–53.0
343;Universiti Teknologi Petronas;Malaysia;51.1–53.0
344;The University of Tennessee-Knoxville;United States;51.1–53.0
345;University of Turku;Finland;51.1–53.0
346;United Arab Emirates University;United Arab Emirates;51.1–53.0
347;University College Cork;Ireland;51.1–53.0
348;Washington State University;United States;51.1–53.0
349;Western Sydney University;Australia;51.1–53.0
350;University of the Witwatersrand;South Africa;51.1–53.0
351;Xiamen University;China;51.1–53.0
352;Aix-Marseille University;France;49.1–51.0
353;Amirkabir University of Technology;Iran;49.1–51.0
354;Autonomous University of Madrid;Spain;49.1–51.0
355;University of Bayreuth;Germany;49.1–51.0
356;University of Bordeaux;France;49.1–51.0
357;Brunel University of London;United Kingdom;49.1–51.0
358;University of Campinas;Brazil;49.1–51.0
359;University of Canberra;Australia;49.1–51.0
360;Chongqing University;China;49.1–51.0
361;City, University of London;United Kingdom;49.1–51.0
362;University of Colorado Denver/Anschutz Medical Campus;United States;49.1–51.0
363;University of Connecticut;United States;49.1–51.0
364;Daegu Gyeongbuk Institute of Science and Technology (DGIST);South Korea;49.1–51.0
365;Edith Cowan University;Australia;49.1–51.0
366;University of Electronic Science and Technology of China;China;49.1–51.0
367;University of Florence;Italy;49.1–51.0
368;Free University of Bozen-Bolzano;Italy;49.1–51.0
369;University of Georgia (USA);United States;49.1–51.0
370;Hasselt University;Belgium;49.1–51.0
371;Heriot-Watt University;United Kingdom;49.1–51.0
372;Hokkaido University;Japan;49.1–51.0
373;Hunan University;China;49.1–51.0
374;Illinois Institute of Technology;United States;49.1–51.0
375;Iowa State University;United States;49.1–51.0
376;James Cook University;Australia;49.1–51.0
377;Justus Liebig University Giessen;Germany;49.1–51.0
378;University of Kansas;United States;49.1–51.0
379;Koç University;Turkey;49.1–51.0
380;Leibniz University Hannover;Germany;49.1–51.0
381;University of Manitoba;Canada;49.1–51.0
382;Middle East Technical University;Turkey;49.1–51.0
383;University of Milan;Italy;49.1–51.0
384;University of Milan-Bicocca;Italy;49.1–51.0
385;Murdoch University;Australia;49.1–51.0
386;University of Naples Federico II;Italy;49.1–51.0
387;University of Naples Federico II;Russian Federation;49.1–51.0
388;Sabancı University;Turkey;49.1–51.0
389;University of St Gallen;Switzerland;49.1–51.0
390;University of Saskatchewan;Canada;49.1–51.0
391;University of Sharjah;United Arab Emirates;49.1–51.0
392;Shenzhen University;China;49.1–51.0
393;Southern Medical University;China;49.1–51.0
394;University of Southern Queensland;Australia;49.1–51.0
395;Technion Israel Institute of Technology;Israel;49.1–51.0
396;Temple University;United States;49.1–51.0
397;University of Texas at Dallas;United States;49.1–51.0
398;University of Trento;Italy;49.1–51.0
399;University of Tsukuba;Japan;49.1–51.0
400;University of Victoria;Canada;49.1–51.0
401;York University;Canada;49.1–51.0
402;Asia University, Taiwan;Taiwan;45.4–49.0
403;Aston University;United Kingdom;45.4–49.0
404;Auckland University of Technology;New Zealand;45.4–49.0
405;Australian Catholic University;Australia;45.4–49.0
406;Bangor University;United Kingdom;45.4–49.0
407;Bangor University;Russian Federation;45.4–49.0
408;Bond University;Australia;45.4–49.0
409;Bournemouth University;United Kingdom;45.4–49.0
410;University of Brescia;Italy;45.4–49.0
411;Universiti Brunei Darussalam;Brunei Darussalam;45.4–49.0
412;University of California, Merced;United States;45.4–49.0
413;Campus Bio-Medico University of Rome;Italy;45.4–49.0
414;University of Catania;Italy;45.4–49.0
415;Centrale Nantes;France;45.4–49.0
416;University of Central Florida;United States;45.4–49.0
417;Charles Darwin University;Australia;45.4–49.0
418;Charles University;Czechia;45.4–49.0
419;Chung-Ang University;South Korea;45.4–49.0
420;Claude Bernard University Lyon 1;France;45.4–49.0
421;University of Coimbra;Portugal;45.4–49.0
422;Colorado State University, Fort Collins;United States;45.4–49.0
423;Constructor University;Germany;45.4–49.0
424;Dalian University of Technology;China;45.4–49.0
425;University of Delaware;United States;45.4–49.0
426;Dublin City University;Ireland;45.4–49.0
427;École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris;France;45.4–49.0
428;Florida International University;United States;45.4–49.0
429;University of Fribourg;Switzerland;45.4–49.0
430;University of Genoa;Italy;45.4–49.0
431;George Mason University;United States;45.4–49.0
432;Georgia State University;United States;45.4–49.0
433;Goldsmiths, University of London;United Kingdom;45.4–49.0
434;University of Greifswald;Germany;45.4–49.0
435;University of Guelph;Canada;45.4–49.0
436;Gwangju Institute of Science and Technology (GIST);South Korea;45.4–49.0
437;Gwangju Institute of Science and Technology (GIST);Russian Federation;45.4–49.0
438;University of Hull;United Kingdom;45.4–49.0
439;Imam Mohammad Ibn Saud Islamic University;Saudi Arabia;45.4–49.0
440;IMT Atlantique;France;45.4–49.0
441;Institut Agro;France;45.4–49.0
442;Iran University of Science and Technology;Iran;45.4–49.0
443;University of Johannesburg;South Africa;45.4–49.0
444;Johannes Kepler University of Linz;Austria;45.4–49.0
445;University of Jyväskylä;Finland;45.4–49.0
446;Universiti Kebangsaan Malaysia;Malaysia;45.4–49.0
447;University of Kent;United Kingdom;45.4–49.0
448;University of Kentucky;United States;45.4–49.0
449;King Saud University;Saudi Arabia;45.4–49.0
450;University of Limerick;Ireland;45.4–49.0
451;Lincoln University (New Zealand);New Zealand;45.4–49.0
452;University of Lisbon;Portugal;45.4–49.0
453;University of Marburg;Germany;45.4–49.0
454;Maynooth University;Ireland;45.4–49.0
455;Missouri University of Science and Technology;United States;45.4–49.0
456;Mizzou - University of Missouri;United States;45.4–49.0
457;University of Modena and Reggio Emilia;Italy;45.4–49.0
458;University of Modena and Reggio Emilia;Russian Federation;45.4–49.0
459;National Taiwan University of Science and Technology (Taiwan Tech);Taiwan;45.4–49.0
460;National Tsing Hua University;Taiwan;45.4–49.0
461;National Yang Ming Chiao Tung University (NYCU);Taiwan;45.4–49.0
462;University of Nebraska-Lincoln;United States;45.4–49.0
463;University of Neuchâtel;Switzerland;45.4–49.0
464;New Jersey Institute of Technology;United States;45.4–49.0
465;University of Oregon;United States;45.4–49.0
466;University of Passau;Germany;45.4–49.0
467;University of Pisa;Italy;45.4–49.0
468;University of Plymouth;United Kingdom;45.4–49.0
469;Polytechnic University of Turin;Italy;45.4–49.0
470;Pontificia Universidad Católica de Chile;Chile;45.4–49.0
471;University of Porto;Portugal;45.4–49.0
472;University of Portsmouth;United Kingdom;45.4–49.0
473;Prince Sultan University (PSU);Saudi Arabia;45.4–49.0
474;Quaid-i-Azam University;Pakistan;45.4–49.0
475;Université du Québec;Canada;45.4–49.0
476;Rensselaer Polytechnic Institute;United States;45.4–49.0
477;Royal Veterinary College;United Kingdom;45.4–49.0
478;Universiti Sains Malaysia;Malaysia;45.4–49.0
479;Saint Louis University;United States;45.4–49.0
480;SOAS University of London;United Kingdom;45.4–49.0
481;University of South Carolina-Columbia;United States;45.4–49.0
482;Stevens Institute of Technology;United States;45.4–49.0
483;University of Stirling;United Kingdom;45.4–49.0
484;Syracuse University;United States;45.4–49.0
485;Taipei Medical University;Taiwan;45.4–49.0
486;University of Tehran;Iran;45.4–49.0
487;Universiti Teknologi Malaysia;Malaysia;45.4–49.0
488;Tokyo Medical and Dental University (TMDU);Japan;45.4–49.0
489;University of Toulouse;France;45.4–49.0
490;TU Dortmund University;Germany;45.4–49.0
491;Tulane University;United States;45.4–49.0
492;University of Turin;Italy;45.4–49.0
493;Umeå University;Sweden;45.4–49.0
494;Universiti Utara Malaysia;Malaysia;45.4–49.0
495;University of Vaasa;Finland;45.4–49.0
496;Verona University;Italy;45.4–49.0
497;Victoria University;Australia;45.4–49.0
498;Victoria University of Wellington;New Zealand;45.4–49.0
499;Virginia Commonwealth University;United States;45.4–49.0
500;University of Waikato;New Zealand;45.4–49.0
501;Wake Forest University;United States;45.4–49.0
502;Zayed University;United Arab Emirates;45.4–49.0
503;Aberystwyth University;United Kingdom;41.9–45.3
504;Åbo Akademi University;Finland;41.9–45.3
505;Ajou University;South Korea;41.9–45.3
506;University of Alaska Fairbanks;United States;41.9–45.3
507;Alfaisal University;Saudi Arabia;41.9–45.3
508;American University of Beirut;Lebanon;41.9–45.3
509;Anglia Ruskin University (ARU);United Kingdom;41.9–45.3
510;Anna University;India;41.9–45.3
511;University of L’Aquila;Italy;41.9–45.3
512;Auburn University;United States;41.9–45.3
513;Babol Noshirvani University of Technology;Iran;41.9–45.3
514;Bar-Ilan University;Israel;41.9–45.3
515;Beirut Arab University;Lebanon;41.9–45.3
516;Ben-Gurion University of the Negev;Israel;41.9–45.3
517;University of Bradford;United Kingdom;41.9–45.3
518;Brighton and Sussex Medical School;United Kingdom;41.9–45.3
519;Ca’ Foscari University of Venice;Italy;41.9–45.3
520;University of Calabria;Italy;41.9–45.3
521;University of Canterbury;New Zealand;41.9–45.3
522;Carleton University;Canada;41.9–45.3
523;Central Queensland University;Australia;41.9–45.3
524;China University of Petroleum, Beijing;China;41.9–45.3
525;Complutense University of Madrid;Spain;41.9–45.3
526;Concordia University;Canada;41.9–45.3
527;Université Côte d'Azur;France;41.9–45.3
528;University of Crete;Greece;41.9–45.3
529;University of Cyprus;Cyprus;41.9–45.3
530;University of Denver;United States;41.9–45.3
531;Donghua University;China;41.9–45.3
532;University of Eastern Finland;Finland;41.9–45.3
533;Edinburgh Napier University;United Kingdom;41.9–45.3
534;ENSTA Bretagne;France;41.9–45.3
535;University of Ferrara;Italy;41.9–45.3
536;University of Granada;Spain;41.9–45.3
537;University of Graz;Austria;41.9–45.3
538;Graz University of Technology;Austria;41.9–45.3
539;University of Greenwich;United Kingdom;41.9–45.3
540;Hamburg University of Technology;Germany;41.9–45.3
541;University of Houston;United States;41.9–45.3
542;University of Huddersfield;United Kingdom;41.9–45.3
543;University of Iceland;Iceland;41.9–45.3
544;Istanbul Technical University;Turkey;41.9–45.3
545;Jamia Millia Islamia;India;41.9–45.3
546;Jinan University (China);China;41.9–45.3
547;Keele University;United Kingdom;41.9–45.3
548;King Khalid University;Saudi Arabia;41.9–45.3
549;University of Klagenfurt;Austria;41.9–45.3
550;University of KwaZulu-Natal;South Africa;41.9–45.3
551;Kyungpook National University (KNU);South Korea;41.9–45.3
552;Lebanese American University;Lebanon;41.9–45.3
553;Leuphana University of Lüneburg;Germany;41.9–45.3
554;University of Lincoln;United Kingdom;41.9–45.3
555;Liverpool John Moores University;United Kingdom;41.9–45.3
556;Mahatma Gandhi University;India;41.9–45.3
557;Manchester Metropolitan University;United Kingdom;41.9–45.3
558;Massey University;New Zealand;41.9–45.3
559;Memorial University of Newfoundland;Canada;41.9–45.3
560;University of Messina;Italy;41.9–45.3
561;Middlesex University;United Kingdom;41.9–45.3
562;University of Mons;Belgium;41.9–45.3
563;Nantes Université;France;41.9–45.3
564;National Cheng Kung University (NCKU);Taiwan;41.9–45.3
565;National and Kapodistrian University of Athens;Greece;41.9–45.3
566;National Taiwan Normal University;Taiwan;41.9–45.3
567;National Yunlin University of Science and Technology;Taiwan;41.9–45.3
568;Nazarbayev University;Kazakhstan;41.9–45.3
569;University of Nebraska Medical Center;United States;41.9–45.3
570;University of Nicosia;Cyprus;41.9–45.3
571;Northumbria University;United Kingdom;41.9–45.3
572;Nottingham Trent University;United Kingdom;41.9–45.3
573;NOVA University of Lisbon;Portugal;41.9–45.3
574;Polytechnic University of Bari;Italy;41.9–45.3
575;University of Pretoria;South Africa;41.9–45.3
576;Pusan National University;South Korea;41.9–45.3
577;Universiti Putra Malaysia;Malaysia;41.9–45.3
578;Rovira i Virgili University;Spain;41.9–45.3
579;Rush University;United States;41.9–45.3
580;University of Salerno;Italy;41.9–45.3
581;Sciences Po;France;41.9–45.3
582;Shanghai University;China;41.9–45.3
583;Shiraz University of Technology;Iran;41.9–45.3
584;Shoolini University of Biotechnology and Management Sciences;India;41.9–45.3
585;University of Siena;Italy;41.9–45.3
586;Soochow University, China;China;41.9–45.3
587;Southern Cross University;Australia;41.9–45.3
588;University of the Sunshine Coast;Australia;41.9–45.3
589;University of Tabriz;Iran;41.9–45.3
590;Tabriz University of Medical Sciences;Iran;41.9–45.3
591;Taif University;Saudi Arabia;41.9–45.3
592;The University of Texas at San Antonio;United States;41.9–45.3
593;The University of Texas at San Antonio;Russian Federation;41.9–45.3
594;University of Trieste;Italy;41.9–45.3
595;TU Braunschweig;Germany;41.9–45.3
596;The University of Tulsa;United States;41.9–45.3
597;UiT The Arctic University of Norway;Norway;41.9–45.3
598;University of Ulsan;South Korea;41.9–45.3
599;University of Valencia;Spain;41.9–45.3
600;Wayne State University;United States;41.9–45.3
601;UWE Bristol (University of the West of England);United Kingdom;41.9–45.3
602;University of Windsor;Canada;41.9–45.3
603;University of Wuppertal;Germany;41.9–45.3
604;Yangzhou University;China;41.9–45.3
605;Abdul Wali Khan University Mardan;Pakistan;37.0–41.8
606;Air University;Pakistan;37.0–41.8
607;The University of Aizu;Japan;37.0–41.8
608;The University of Alabama;United States;37.0–41.8
609;Alagappa University;India;37.0–41.8
610;Aligarh Muslim University;India;37.0–41.8
611;Amedeo Avogadro University of Eastern Piedmont;Italy;37.0–41.8
612;American University;United States;37.0–41.8
613;American University of Sharjah;United Arab Emirates;37.0–41.8
614;University of Arkansas;United States;37.0–41.8
615;University of Aveiro;Portugal;37.0–41.8
616;Babol University of Medical Sciences;Iran;37.0–41.8
617;Banaras Hindu University;India;37.0–41.8
618;University of Bari Aldo Moro;Italy;37.0–41.8
619;University of the Basque Country;Spain;37.0–41.8
