rank;university;country;score
625;Bournemouth University;United Kingdom;21.5–30.6
626;University of Bradford;United Kingdom;21.5–30.6
627;University of Brighton;United Kingdom;21.5–30.6
628;University of Cagliari;Italy;21.5–30.6
629;Capital Medical University;China;21.5–30.6
630;Carlos III University of Madrid;Spain;21.5–30.6
631;University of Lancashire;United Kingdom;21.5–30.6
632;Central South University;China;21.5–30.6
633;Chang Gung University;Taiwan;21.5–30.6
634;University of Chemistry and Technology, Prague;Czechia;21.5–30.6
635;Chiba University;Japan;21.5–30.6
636;University of Chile;Chile;21.5–30.6
637;China Agricultural University;China;21.5–30.6
638;China University of Geosciences, Beijing;China;21.5–30.6
639;China University of Geosciences, Wuhan;China;21.5–30.6
640;Chonnam National University;South Korea;21.5–30.6
641;Chulalongkorn University;Thailand;21.5–30.6
642;Comenius University in Bratislava;Slovakia;21.5–30.6
643;COMSATS University Islamabad;Pakistan;21.5–30.6
644;Coventry University;United Kingdom;21.5–30.6
645;Czech Technical University in Prague;Czechia;21.5–30.6
646;Dalian University of Technology;China;21.5–30.6
647;University of Dayton;United States;21.5–30.6
648;University of Delhi;India;21.5–30.6
649;De Montfort University;United Kingdom;21.5–30.6
650;Dublin Institute of Technology;Ireland;21.5–30.6
651;East China University of Science and Technology;China;21.5–30.6
652;Eastern Mediterranean University;Northern Cyprus;21.5–30.6
653;University of East London;United Kingdom;21.5–30.6
654;École Centrale de Lyon;France;21.5–30.6
655;École normale supérieure Paris-Saclay;France;21.5–30.6
656;Edinburgh Napier University;United Kingdom;21.5–30.6
657;Embry-Riddle Aeronautical University;United States;21.5–30.6
658;Eötvös Loránd University;Hungary;21.5–30.6
659;Universidade Estadual Paulista (Unesp);Brazil;21.5–30.6
660;Universidade Federal do ABC (UFABC);Brazil;21.5–30.6
661;Federal University of Itajubá;Brazil;21.5–30.6
662;Federal University of Minas Gerais;Brazil;21.5–30.6
663;Federal University of Rio de Janeiro;Brazil;21.5–30.6
664;Universidade Federal do Rio Grande do Sul;Brazil;21.5–30.6
665;Florida Atlantic University;United States;21.5–30.6
666;Florida Institute of Technology;United States;21.5–30.6
667;Fuzhou University;China;21.5–30.6
668;Gebze Technical University;Turkey;21.5–30.6
669;Glasgow Caledonian University;United Kingdom;21.5–30.6
670;University of Greenwich;United Kingdom;21.5–30.6
671;Hacettepe University;Turkey;21.5–30.6
672;University of Haifa;Israel;21.5–30.6
673;Hiroshima University;Japan;21.5–30.6
674;Huazhong Agricultural University;China;21.5–30.6
675;University of Huddersfield;United Kingdom;21.5–30.6
676;Hunan University;China;21.5–30.6
677;Indian Institute of Technology Guwahati;India;21.5–30.6
678;Indian Institute of Technology (Indian School of Mines) Dhanbad;India;21.5–30.6
679;Indian Institute of Technology Madras;India;21.5–30.6
680;Inha University;South Korea;21.5–30.6
681;Iran University of Science and Technology;Iran;21.5–30.6
682;ISCTE-University Institute of Lisbon;Portugal;21.5–30.6
683;Isfahan University of Technology;Iran;21.5–30.6
684;Istanbul Technical University;Turkey;21.5–30.6
685;Jadavpur University;India;21.5–30.6
686;University of Jaén;Spain;21.5–30.6
687;Jagiellonian University;Poland;21.5–30.6
688;Jeonbuk National University;South Korea;21.5–30.6
689;University of Johannesburg;South Africa;21.5–30.6
690;Juntendo University;Japan;21.5–30.6
691;Kagawa University;Japan;21.5–30.6
692;Kanazawa University;Japan;21.5–30.6
693;Kansas State University;United States;21.5–30.6
694;Kaohsiung Medical University;Taiwan;21.5–30.6
695;Universiti Kebangsaan Malaysia;Malaysia;21.5–30.6
696;Keio University;Japan;21.5–30.6
697;King Mongkut’s University of Technology Thonburi;Thailand;21.5–30.6
698;Kingston University;United Kingdom;21.5–30.6
699;K.N. Toosi University of Technology;Iran;21.5–30.6
700;Kobe University;Japan;21.5–30.6
701;Kochi University;Japan;21.5–30.6
702;Kumamoto University;Japan;21.5–30.6
703;Kuwait University;Kuwait;21.5–30.6
704;Kyungpook National University (KNU);South Korea;21.5–30.6
705;University of La Laguna;Spain;21.5–30.6
706;Leeds Beckett University;United Kingdom;21.5–30.6
707;University of Lincoln;United Kingdom;21.5–30.6
708;University of Ljubljana;Slovenia;21.5–30.6
709;Manchester Metropolitan University;United Kingdom;21.5–30.6
710;University of Maribor;Slovenia;21.5–30.6
711;Marquette University;United States;21.5–30.6
712;Middle East Technical University;Turkey;21.5–30.6
713;University of Minho;Portugal;21.5–30.6
714;Mississippi State University;United States;21.5–30.6
715;Tecnológico de Monterrey;Mexico;21.5–30.6
716;University of Murcia;Spain;21.5–30.6
717;Nagoya City University;Japan;21.5–30.6
718;Nanjing Agricultural University;China;21.5–30.6
719;Nanjing Medical University;China;21.5–30.6
720;Nanjing Normal University;China;21.5–30.6
721;Nanjing Tech University;China;21.5–30.6
722;National Autonomous University of Mexico;Mexico;21.5–30.6
723;National Central University;Taiwan;21.5–30.6
724;National Chengchi University;Taiwan;21.5–30.6
725;National Institute of Applied Sciences of Lyon (INSA Lyon);France;21.5–30.6
726;National Institute of Technology Rourkela;India;21.5–30.6
727;National Institute of Technology Rourkela;Russian Federation;21.5–30.6
728;National University of Sciences and Technology;Pakistan;21.5–30.6
729;National Sun Yat-Sen University;Taiwan;21.5–30.6
730;National Yang-Ming University;Taiwan;21.5–30.6
731;New Mexico State University (Main campus);United States;21.5–30.6
732;University of North Carolina at Greensboro;United States;21.5–30.6
733;Northeast Normal University;China;21.5–30.6
734;University of Northern British Columbia (UNBC);Canada;21.5–30.6
735;Northwestern Polytechnical University;China;21.5–30.6
736;Nottingham Trent University;United Kingdom;21.5–30.6
737;Okayama University;Japan;21.5–30.6
738;Old Dominion University;United States;21.5–30.6
739;Osaka City University;Japan;21.5–30.6
740;Otto von Guericke University of Magdeburg;Germany;21.5–30.6
741;University of Oviedo;Spain;21.5–30.6
742;Palacký University Olomouc;Czechia;21.5–30.6
743;Panjab University;India;21.5–30.6
744;University of Patras;Greece;21.5–30.6
745;University of Pécs;Hungary;21.5–30.6
746;University of Pécs;Russian Federation;21.5–30.6
747;University of the Philippines;Philippines;21.5–30.6
748;Pontifical Catholic University of Peru;Peru;21.5–30.6
749;Pontifical Catholic University of Rio de Janeiro (PUC-Rio);Brazil;21.5–30.6
750;Portland State University;United States;21.5–30.6
751;University of Pretoria;South Africa;21.5–30.6
752;Pusan National University;South Korea;21.5–30.6
753;Universiti Putra Malaysia;Malaysia;21.5–30.6
754;University of Regina;Canada;21.5–30.6
755;University Rey Juan Carlos;Spain;21.5–30.6
756;Rochester Institute of Technology;United States;21.5–30.6
757;University of Roehampton;United Kingdom;21.5–30.6
758;Universiti Sains Malaysia;Malaysia;21.5–30.6
759;University of Salamanca;Spain;21.5–30.6
760;University of Salford;United Kingdom;21.5–30.6
761;University of Salford;Russian Federation;21.5–30.6
762;University of Santiago de Compostela;Spain;21.5–30.6
763;Savitribai Phule Pune University;India;21.5–30.6
764;University of Science and Technology Beijing;China;21.5–30.6
765;University of Seoul;South Korea;21.5–30.6
766;University of Seville;Spain;21.5–30.6
767;Shanghai University;China;21.5–30.6
768;Shantou University;China;21.5–30.6
769;Sharif University of Technology;Iran;21.5–30.6
770;Sichuan University;China;21.5–30.6
771;Sogang University;South Korea;21.5–30.6
772;University of Southern Queensland;Australia;21.5–30.6
773;University of South Wales;United Kingdom;21.5–30.6
774;Suranaree University of Technology;Thailand;21.5–30.6
775;University of Szeged;Hungary;21.5–30.6
776;University of Tabriz;Iran;21.5–30.6
777;Taipei Medical University;Taiwan;21.5–30.6
778;Tallinn University of Technology;Estonia;21.5–30.6
779;Technical University of Madrid;Spain;21.5–30.6
780;University of Technology of Compiègne;France;21.5–30.6
781;Teesside University;United Kingdom;21.5–30.6
782;University of Tehran;Iran;21.5–30.6
783;Tehran University of Medical Sciences;Iran;21.5–30.6
784;Universiti Teknologi Malaysia;Malaysia;21.5–30.6
785;Universiti Teknologi Petronas;Malaysia;21.5–30.6
786;University of Texas at El Paso;United States;21.5–30.6
787;Tezpur University;India;21.5–30.6
788;Tokyo University of Agriculture and Technology;Japan;21.5–30.6
789;Tokyo University of Science;Japan;21.5–30.6
790;University of Vigo;Spain;21.5–30.6
791;Vilnius University;Lithuania;21.5–30.6
792;Warsaw University of Technology;Poland;21.5–30.6
793;Waseda University;Japan;21.5–30.6
794;UWE Bristol (University of the West of England);United Kingdom;21.5–30.6
795;University of the Western Cape;South Africa;21.5–30.6
796;University of Westminster;United Kingdom;21.5–30.6
797;University of Windsor;Canada;21.5–30.6
798;Yeungnam University;South Korea;21.5–30.6
799;Yokohama City University;Japan;21.5–30.6
800;University of Zaragoza;Spain;21.5–30.6
801;University of Abou Bekr Belkaïd Tlemcen;Algeria;15.6–21.4
802;University of A Coruña;Spain;15.6–21.4
803;Adam Mickiewicz University, Poznań;Poland;15.6–21.4
804;University of Agriculture, Faisalabad;Pakistan;15.6–21.4
805;Ain Shams University;Egypt;15.6–21.4
806;Ajou University;South Korea;15.6–21.4
807;Akdeniz University;Turkey;15.6–21.4
808;Alexandria University;Egypt;15.6–21.4
809;Alexandru Ioan Cuza University;Romania;15.6–21.4
810;University of Alicante;Spain;15.6–21.4
811;University of Almería;Spain;15.6–21.4
812;Amrita Vishwa Vidyapeetham;India;15.6–21.4
813;Andhra University;India;15.6–21.4
814;Universidad Andrés Bello (UNAB);Chile;15.6–21.4
815;Annamalai University;India;15.6–21.4
816;University of Antioquia;Colombia;15.6–21.4
817;Asia University, Taiwan;Taiwan;15.6–21.4
818;Assiut University;Egypt;15.6–21.4
819;Austral University of Chile;Chile;15.6–21.4
820;Bandung Institute of Technology (ITB);Indonesia;15.6–21.4
821;Bandung Institute of Technology (ITB);Russian Federation;15.6–21.4
822;Beijing Jiaotong University;China;15.6–21.4
823;Beijing Jiaotong University;Belarus;15.6–21.4
824;Birla Institute of Technology and Science, Pilani;India;15.6–21.4
825;University of Brasília;Brazil;15.6–21.4
826;Brno University of Technology;Czechia;15.6–21.4
827;University of Bucharest;Romania;15.6–21.4
828;Budapest University of Technology and Economics;Hungary;15.6–21.4
829;Cairo University;Egypt;15.6–21.4
830;University of Calcutta;India;15.6–21.4
831;California Polytechnic State University, San Luis Obispo;United States;15.6–21.4
832;University of Castilla-La Mancha;Spain;15.6–21.4
833;Catholic University of the North;Chile;15.6–21.4
834;Central University of Venezuela;Venezuela;15.6–21.4
835;University of Cergy-Pontoise;France;15.6–21.4
836;Chiang Mai University;Thailand;15.6–21.4
837;China University of Mining and Technology;China;15.6–21.4
838;China University of Petroleum, Beijing;China;15.6–21.4
839;Chongqing University;China;15.6–21.4
840;Chungnam National University;South Korea;15.6–21.4
841;Chung Yuan Christian University;Taiwan;15.6–21.4
842;Chuo University;Japan;15.6–21.4
843;Cochin University of Science and Technology;India;15.6–21.4
844;University of Colombo;Sri Lanka;15.6–21.4
845;University of Concepción;Chile;15.6–21.4
846;Corvinus University of Budapest;Hungary;15.6–21.4
847;University of Costa Rica;Costa Rica;15.6–21.4
848;Czech University of Life Sciences Prague (CZU);Czechia;15.6–21.4
849;University of Debrecen;Hungary;15.6–21.4
850;Del Rosario University;Colombia;15.6–21.4
851;University of Derby;United Kingdom;15.6–21.4
852;Ehime University;Japan;15.6–21.4
853;The University of Electro-Communications;Japan;15.6–21.4
854;University of Electronic Science and Technology of China;China;15.6–21.4
855;Erciyes University;Turkey;15.6–21.4
856;Universidade do Estado do Rio de Janeiro (UERJ);Brazil;15.6–21.4
857;Universidade Federal do Ceará (UFC);Brazil;15.6–21.4
858;Federal University of Pelotas;Brazil;15.6–21.4
859;Universidade Federal de Pernambuco;Brazil;15.6–21.4
860;Federal University of Rio Grande do Norte (UFRN);Brazil;15.6–21.4
861;Universidade Federal de Santa Catarina;Brazil;15.6–21.4
862;Federal University of São Carlos;Brazil;15.6–21.4
863;Feng Chia University;Taiwan;15.6–21.4
864;Ferdowsi University of Mashhad;Iran;15.6–21.4
865;University of La Frontera;Chile;15.6–21.4
866;Fu Jen Catholic University;Taiwan;15.6–21.4
867;Universitas Gadjah Mada;Indonesia;15.6–21.4
868;Gdańsk University of Technology;Poland;15.6–21.4
869;University of Ghana;Ghana;15.6–21.4
870;Gifu University;Japan;15.6–21.4
871;Grigore T. Popa University of Medicine and Pharmacy;Romania;15.6–21.4
872;University of Guilan;Iran;15.6–21.4
873;Hallym University;South Korea;15.6–21.4
874;Hamamatsu University School of Medicine;Japan;15.6–21.4
875;Hosei University;Japan;15.6–21.4
876;Huaqiao University;China;15.6–21.4
877;University of Ibadan;Nigeria;15.6–21.4
878;Imam Abdulrahman Bin Faisal University;Saudi Arabia;15.6–21.4
879;University of Indonesia;Indonesia;15.6–21.4
880;University of Isfahan;Iran;15.6–21.4
881;I-Shou University;Taiwan;15.6–21.4
882;Istanbul University;Turkey;15.6–21.4
883;Iwate University;Japan;15.6–21.4
884;Izmir Institute of Technology;Turkey;15.6–21.4
885;Jamia Millia Islamia;India;15.6–21.4
886;Jiangsu University;China;15.6–21.4
887;The Jikei University School of Medicine;Japan;15.6–21.4
888;Jinan University (China);China;15.6–21.4
889;The University of Jordan;Jordan;15.6–21.4
890;Kagoshima University;Japan;15.6–21.4
891;Kansai Medical University;Japan;15.6–21.4
892;Kasetsart University;Thailand;15.6–21.4
893;University of Kerala;India;15.6–21.4
894;Khon Kaen University;Thailand;15.6–21.4
895;Kindai University;Japan;15.6–21.4
896;King Mongkut’s Institute of Technology Ladkrabang;Thailand;15.6–21.4
897;Kitasato University;Japan;15.6–21.4
898;Kyoto Institute of Technology;Japan;15.6–21.4
899;Kyushu Institute of Technology (Kyutech);Japan;15.6–21.4
900;University of Latvia;Latvia;15.6–21.4
901;University of Latvia;Russian Federation;15.6–21.4
902;London South Bank University;United Kingdom;15.6–21.4
903;Mansoura University;Egypt;15.6–21.4
904;Marmara University;Turkey;15.6–21.4
905;University Cadi Ayyad of Marrakech;Morocco;15.6–21.4
906;Meiji University;Japan;15.6–21.4
907;Metropolitan Autonomous University;Mexico;15.6–21.4
908;Mie University;Japan;15.6–21.4
909;University of Miyazaki;Japan;15.6–21.4
910;Mohammed V University of Rabat;Morocco;15.6–21.4
911;Nagaoka University of Technology;Japan;15.6–21.4
912;Nagasaki University;Japan;15.6–21.4
913;Nagoya Institute of Technology;Japan;15.6–21.4
914;University of Nairobi;Kenya;15.6–21.4
915;Nara Medical University;Japan;15.6–21.4
916;National Chung Cheng University;Taiwan;15.6–21.4
917;National University of Colombia;Colombia;15.6–21.4
918;National University of Córdoba;Argentina;15.6–21.4
919;National Dong Hwa University;Taiwan;15.6–21.4
920;National Dong Hwa University;Russian Federation;15.6–21.4
921;National University of Tainan;Taiwan;15.6–21.4
922;National Taipei University;Taiwan;15.6–21.4
923;National Taipei University of Technology;Taiwan;15.6–21.4
924;National Taiwan Ocean University;Taiwan;15.6–21.4
925;Nicolaus Copernicus University in Toruń;Poland;15.6–21.4
926;Niigata University;Japan;15.6–21.4
927;Northeastern University, China;China;15.6–21.4
928;Northwest University (China);China;15.6–21.4
929;NorthWest A&F University;China;15.6–21.4
930;NorthWest A&F University;Russian Federation;15.6–21.4
931;Oakland University;United States;15.6–21.4
932;Ocean University of China;China;15.6–21.4
933;Osaka Prefecture University;Japan;15.6–21.4
934;Osmania University;India;15.6–21.4
935;University of Ostrava;Czechia;15.6–21.4
936;University of Pardubice;Czechia;15.6–21.4
937;Paris Nanterre University;France;15.6–21.4
938;Pondicherry University;India;15.6–21.4
939;Pontifical Catholic University of Rio Grande do Sul (PUCRS);Brazil;15.6–21.4
940;Pontifical Catholic University of Valparaíso;Chile;15.6–21.4
941;Pontifícia Universidade Católica do Paraná;Brazil;15.6–21.4
942;Prince of Songkla University;Thailand;15.6–21.4
943;Riga Technical University;Latvia;15.6–21.4
944;Ritsumeikan University;Japan;15.6–21.4
945;Robert Gordon University;United Kingdom;15.6–21.4
946;Saga University;Japan;15.6–21.4
947;Saitama University;Japan;15.6–21.4
948;Saitama Medical University;Japan;15.6–21.4
949;University of Santiago, Chile (USACH);Chile;15.6–21.4
950;Seoul National University of Science and Technology (SeoulTech);South Korea;15.6–21.4
951;Shaanxi Normal University;China;15.6–21.4
952;Shahid Beheshti University;Iran;15.6–21.4
953;University of Sharjah;United Arab Emirates;15.6–21.4
954;Sheffield Hallam University;United Kingdom;15.6–21.4
955;Shiga University of Medical Science;Japan;15.6–21.4
956;Shimane University;Japan;15.6–21.4
957;Shinshu University;Japan;15.6–21.4
958;Shiraz University;Iran;15.6–21.4
959;Shizuoka University;Japan;15.6–21.4
960;Showa University;Japan;15.6–21.4
961;University of Silesia in Katowice;Poland;15.6–21.4
962;Simón Bolívar University;Venezuela;15.6–21.4
963;Slovak University of Technology in Bratislava;Slovakia;15.6–21.4
964;Sophia University;Japan;15.6–21.4
965;University of South Africa;South Africa;15.6–21.4
966;University of South Africa;Russian Federation;15.6–21.4
967;University of Southern Mississippi;United States;15.6–21.4
968;South Valley University  (Egypt);Egypt;15.6–21.4
969;Sri Venkateswara University;India;15.6–21.4
970;State University of Ponta Grossa;Brazil;15.6–21.4
971;Suez Canal University;Egypt;15.6–21.4
972;Sultan Qaboos University;Oman;15.6–21.4
973;University of Talca;Chile;15.6–21.4
974;Taras Shevchenko National University of Kyiv;Ukraine;15.6–21.4
975;Technical University of Košice;Slovakia;15.6–21.4
976;Universiti Tenaga Nasional (UNITEN);Malaysia;15.6–21.4
977;Texas State University;United States;15.6–21.4
978;Thapar Institute of Engineering and Technology;India;15.6–21.4
979;TOBB University of Economics and Technology;Turkey;15.6–21.4
980;Tokai University;Japan;15.6–21.4
981;Tokushima University;Japan;15.6–21.4
982;Tokyo University of Marine Science and Technology;Japan;15.6–21.4
983;Tomas Bata University in Zlín;Czechia;15.6–21.4
984;University of Toyama;Japan;15.6–21.4
985;Toyohashi University of Technology (TUT);Japan;15.6–21.4
986;University of Valparaíso;Chile;15.6–21.4
987;VIT University;India;15.6–21.4
988;VSB - Technical University of Ostrava;Czechia;15.6–21.4
989;University of West Bohemia;Czechia;15.6–21.4
990;West University of Timişoara;Romania;15.6–21.4
991;University of Wrocław;Poland;15.6–21.4
992;Wuhan University of Technology;China;15.6–21.4
993;Xiangtan University;China;15.6–21.4
994;Xidian University;China;15.6–21.4
995;Yamagata University;Japan;15.6–21.4
996;Yamaguchi University;Japan;15.6–21.4
997;University of Yamanashi;Japan;15.6–21.4
998;Yıldız Technical University;Turkey;15.6–21.4
999;Yokohama National University;Japan;15.6–21.4
1000;Yuan Ze University;Taiwan;15.6–21.4
1001;University of Zagreb;Croatia;15.6–21.4
1002;Akita University;Japan;9.2–15.5
1003;Alzahra University;Iran;9.2–15.5
1004;Amity University, Noida;India;9.2–15.5
1005;Anadolu University;Turkey;9.2–15.5
1006;University of the Andes, Venezuela;Venezuela;9.2–15.5
1007;Ankara University;Turkey;9.2–15.5
1008;Universidad Autónoma del Estado de Hidalgo;Mexico;9.2–15.5
1009;Universidad Autónoma del Estado de Mexico (UAEMex);Mexico;9.2–15.5
1010;Universidad Autónoma de Nuevo León (UANL);Mexico;9.2–15.5
1011;Universidad Autónoma de Yucatán;Mexico;9.2–15.5
1012;Autonomous University of Baja California;Mexico;9.2–15.5
1013;Bahauddin Zakariya University;Pakistan;9.2–15.5
1014;Benemérita Universidad Autónoma de Puebla;Mexico;9.2–15.5
1015;University of Birjand;Iran;9.2–15.5
1016;Chaoyang University of Technology;Taiwan;9.2–15.5
1017;Chiba Institute of Technology;Japan;9.2–15.5
1018;University of Dhaka;Bangladesh;9.2–15.5
1019;Dokuz Eylül University;Turkey;9.2–15.5
1020;Doshisha University;Japan;9.2–15.5
1021;Universidade Estadual de Maringá;Brazil;9.2–15.5
1022;Universidade Estadual do Oeste do Paraná (Unioeste);Brazil;9.2–15.5
1023;Universidade Estadual do Oeste do Paraná (Unioeste);Russian Federation;9.2–15.5
1024;Federal University of Goiás;Brazil;9.2–15.5
1025;Federal University of Lavras;Brazil;9.2–15.5
1026;Universidade Federal de Ouro Preto (UFOP);Brazil;9.2–15.5
1027;Universidade Federal do Paraná (UFPR);Brazil;9.2–15.5
1028;Federal University of Santa Maria;Brazil;9.2–15.5
1029;Federal University of Viçosa;Brazil;9.2–15.5
1030;Fluminense Federal University;Brazil;9.2–15.5
1031;University of Fukui;Japan;9.2–15.5
1032;Gazi University;Turkey;9.2–15.5
1033;G.B. Pant University of Agriculture & Technology, Pantnagar;India;9.2–15.5
1034;University of Gdańsk;Poland;9.2–15.5
1035;GITAM University;India;9.2–15.5
1036;Government College University Lahore;Pakistan;9.2–15.5
1037;University of Guadalajara;Mexico;9.2–15.5
1038;Guangxi University;China;9.2–15.5
1039;The Hashemite University;Jordan;9.2–15.5
1040;University of Hyogo;Japan;9.2–15.5
1041;Ibaraki University;Japan;9.2–15.5
1042;Instituto Politécnico Nacional (IPN);Mexico;9.2–15.5
1043;IPB University;Indonesia;9.2–15.5
1044;Ivane Javakhishvili Tbilisi State University;Georgia;9.2–15.5
1045;Ivan Franko National University of Lviv;Ukraine;9.2–15.5
1046;Jawaharlal Nehru Technological University Anantapur (JNTUA);India;9.2–15.5
1047;Kanagawa University;Japan;9.2–15.5
1048;Kansai University;Japan;9.2–15.5
1049;Kaunas University of Technology;Lithuania;9.2–15.5
1050;King Mongkut's University of Technology North Bangkok;Thailand;9.2–15.5
1051;Kogakuin University;Japan;9.2–15.5
1052;Kwansei Gakuin University;Japan;9.2–15.5
1053;University of Lahore;Pakistan;9.2–15.5
1054;University of Lodz;Poland;9.2–15.5
1055;Lodz University of Technology;Poland;9.2–15.5
1056;Londrina State University;Brazil;9.2–15.5
1057;Lviv Polytechnic National University;Ukraine;9.2–15.5
1058;Maharaja Sayajirao University of Baroda;India;9.2–15.5
1059;Manipal Academy of Higher Education;India;9.2–15.5
1060;Meijo University;Japan;9.2–15.5
1061;Ming Chuan University;Taiwan;9.2–15.5
1062;University of Monastir;Tunisia;9.2–15.5
1063;University of Mysore;India;9.2–15.5
1064;National Chiayi University;Taiwan;9.2–15.5
1065;National University of Kaohsiung;Taiwan;9.2–15.5
1066;National University of Kaohsiung;Russian Federation;9.2–15.5
1067;National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute;Ukraine;9.2–15.5
1068;Oita University;Japan;9.2–15.5
1069;Ondokuz Mayis University;Turkey;9.2–15.5
1070;Ondokuz Mayis University;Russian Federation;9.2–15.5
1071;University of Peshawar;Pakistan;9.2–15.5
1072;PMAS Arid Agriculture University Rawalpindi;Pakistan;9.2–15.5
1073;PSG College of Technology;India;9.2–15.5
1074;PSG College of Technology;Russian Federation;9.2–15.5
1075;SASTRA University;India;9.2–15.5
1076;Sathyabama Institute of Science and Technology;India;9.2–15.5
1077;Sathyabama Institute of Science and Technology;Russian Federation;9.2–15.5
1078;Shanghai Maritime University;China;9.2–15.5
1079;Shibaura Institute of Technology;Japan;9.2–15.5
1080;Shibaura Institute of Technology;Russian Federation;9.2–15.5
1081;Sidi Mohamed Ben Abdellah University;Morocco;9.2–15.5
1082;Sofia University;Bulgaria;9.2–15.5
1083;Southwest Jiaotong University;China;9.2–15.5
1084;SRM Institute of Science and Technology;India;9.2–15.5
1085;Tamil Nadu Agricultural University;India;9.2–15.5
1086;Tamkang University;Taiwan;9.2–15.5
1087;Technical University of Liberec;Czechia;9.2–15.5
1088;Tokyo City University;Japan;9.2–15.5
1089;Tokyo Denki University;Japan;9.2–15.5
1090;Tottori University;Japan;9.2–15.5
1091;Toyo University;Japan;9.2–15.5
1092;University of Tunis El Manar;Tunisia;9.2–15.5
1093;Unisinos University;Brazil;9.2–15.5
1094;Unisinos University;Russian Federation;9.2–15.5
1095;Universiti Utara Malaysia;Malaysia;9.2–15.5
1096;Utsunomiya University;Japan;9.2–15.5
1097;University of Veterinary and Animal Sciences, Lahore;Pakistan;9.2–15.5
1098;V.N. Karazin Kharkiv National University;Ukraine;9.2–15.5
1099;V.N. Karazin Kharkiv National University;Russian Federation;9.2–15.5
1100;V.N. Karazin Kharkiv National University;Russian Federation;9.2–15.5
1101;Yazd University;Iran;9.2–15.5
1102;Yeditepe University;Turkey;9.2–15.5
1103;University of Zanjan;Iran;9.2–15.5
