rank;university;country;score
625;Carlos III University of Madrid;Spain;26.0–33.4
626;Catholic University of Portugal;Portugal;26.0–33.4
627;University of Central Florida;United States;26.0–33.4
628;Central South University;China;26.0–33.4
629;Chang Gung University;Taiwan;26.0–33.4
630;Chiba University;Japan;26.0–33.4
631;University of Chile;Chile;26.0–33.4
632;China Agricultural University;China;26.0–33.4
633;China University of Geosciences, Beijing;China;26.0–33.4
634;University of Clermont Auvergne;France;26.0–33.4
635;COMSATS University Islamabad;Pakistan;26.0–33.4
636;Concordia University;Canada;26.0–33.4
637;University of Costa Rica;Costa Rica;26.0–33.4
638;Covenant University;Nigeria;26.0–33.4
639;Coventry University;United Kingdom;26.0–33.4
640;Dalian University of Technology;China;26.0–33.4
641;University of Dayton;United States;26.0–33.4
642;University of Delhi;India;26.0–33.4
643;De Montfort University;United Kingdom;26.0–33.4
644;University of Deusto;Spain;26.0–33.4
645;East China University of Science and Technology;China;26.0–33.4
646;Eastern Mediterranean University;Northern Cyprus;26.0–33.4
647;École Centrale de Lyon;France;26.0–33.4
648;École normale supérieure Paris-Saclay;France;26.0–33.4
649;Edinburgh Napier University;United Kingdom;26.0–33.4
650;Embry-Riddle Aeronautical University;United States;26.0–33.4
651;Eötvös Loránd University;Hungary;26.0–33.4
652;Ewha Womans University;South Korea;26.0–33.4
653;Federal University of Minas Gerais;Brazil;26.0–33.4
654;Federal University of Rio de Janeiro;Brazil;26.0–33.4
655;Universidade Federal do Rio Grande do Sul;Brazil;26.0–33.4
656;Universidade Federal de São Paulo (UNIFESP);Brazil;26.0–33.4
657;Federico Santa María Technical University;Chile;26.0–33.4
658;Fordham University;United States;26.0–33.4
659;Fuzhou University;China;26.0–33.4
660;Glasgow Caledonian University;United Kingdom;26.0–33.4
661;University of Granada;Spain;26.0–33.4
662;University of Greenwich;United Kingdom;26.0–33.4
663;University of Haifa;Israel;26.0–33.4
664;University of Hertfordshire;United Kingdom;26.0–33.4
665;Hiroshima University;Japan;26.0–33.4
666;Huazhong Agricultural University;China;26.0–33.4
667;University of Huddersfield;United Kingdom;26.0–33.4
668;University of Ibadan;Nigeria;26.0–33.4
669;Technische Universität Ilmenau;Germany;26.0–33.4
670;Indian Institute of Science Education and Research, Pune;India;26.0–33.4
671;Indian Institute of Technology Bhubaneswar;India;26.0–33.4
672;Indian Institute of Technology Guwahati;India;26.0–33.4
673;Indian Institute of Technology Hyderabad;India;26.0–33.4
674;Indian Institute of Technology Madras;India;26.0–33.4
675;University of Indonesia;Indonesia;26.0–33.4
676;University of Ioannina;Greece;26.0–33.4
677;Iran University of Science and Technology;Iran;26.0–33.4
678;ISCTE-University Institute of Lisbon;Portugal;26.0–33.4
679;Isfahan University of Technology;Iran;26.0–33.4
680;Istanbul Technical University;Turkey;26.0–33.4
681;Jadavpur University;India;26.0–33.4
682;Jagiellonian University;Poland;26.0–33.4
683;Jaume I University;Spain;26.0–33.4
684;University of Johannesburg;South Africa;26.0–33.4
685;Juntendo University;Japan;26.0–33.4
686;Kafrelsheikh University;Egypt;26.0–33.4
687;Kansas State University;United States;26.0–33.4
688;Kansas State University;Russian Federation;26.0–33.4
689;Universiti Kebangsaan Malaysia;Malaysia;26.0–33.4
690;Keio University;Japan;26.0–33.4
691;Kindai University;Japan;26.0–33.4
692;King Fahd University of Petroleum and Minerals;Saudi Arabia;26.0–33.4
693;Kingston University;United Kingdom;26.0–33.4
694;Kobe University;Japan;26.0–33.4
695;Konkuk University;South Korea;26.0–33.4
696;University of Las Palmas de Gran Canaria;Spain;26.0–33.4
697;Lebanese American University;Lebanon;26.0–33.4
698;Montanuniversität Leoben;Austria;26.0–33.4
699;University of Lincoln;United Kingdom;26.0–33.4
700;University of Ljubljana;Slovenia;26.0–33.4
701;University of Lorraine;France;26.0–33.4
702;Louisiana Tech University;United States;26.0–33.4
703;Mahidol University;Thailand;26.0–33.4
704;Manchester Metropolitan University;United Kingdom;26.0–33.4
705;Mansoura University;Egypt;26.0–33.4
706;Marquette University;United States;26.0–33.4
707;Masaryk University;Czechia;26.0–33.4
708;Mashhad University of Medical Sciences;Iran;26.0–33.4
709;Middle East Technical University;Turkey;26.0–33.4
710;Miguel Hernández University of Elche;Spain;26.0–33.4
711;University of Minho;Portugal;26.0–33.4
712;Mississippi State University;United States;26.0–33.4
713;Tecnológico de Monterrey;Mexico;26.0–33.4
714;Nanjing Agricultural University;China;26.0–33.4
715;Nanjing Medical University;China;26.0–33.4
716;Nanjing Normal University;China;26.0–33.4
717;Nanjing Tech University;China;26.0–33.4
718;Nantes Université;France;26.0–33.4
719;National Autonomous University of Mexico;Mexico;26.0–33.4
720;National Institute of Applied Sciences of Lyon (INSA Lyon);France;26.0–33.4
721;National Institute of Technology Rourkela;India;26.0–33.4
722;National Institute of Technology Rourkela;Russian Federation;26.0–33.4
723;National Sun Yat-Sen University;Taiwan;26.0–33.4
724;National Taiwan Normal University;Taiwan;26.0–33.4
725;University of Nevada, Las Vegas;United States;26.0–33.4
726;New Mexico State University (Main campus);United States;26.0–33.4
727;Nippon Medical School;Japan;26.0–33.4
728;University of North Carolina at Greensboro;United States;26.0–33.4
729;Northeast Normal University;China;26.0–33.4
730;Northwestern Polytechnical University;China;26.0–33.4
731;Nottingham Trent University;United Kingdom;26.0–33.4
732;Old Dominion University;United States;26.0–33.4
733;Open University of Catalonia;Spain;26.0–33.4
734;Otto von Guericke University of Magdeburg;Germany;26.0–33.4
735;University of Oviedo;Spain;26.0–33.4
736;Palacký University Olomouc;Czechia;26.0–33.4
737;Panjab University;India;26.0–33.4
738;University of Pécs;Hungary;26.0–33.4
739;University of Pécs;Russian Federation;26.0–33.4
740;Polytechnic Institute of Porto;Portugal;26.0–33.4
741;Polytechnic University of Valencia;Spain;26.0–33.4
742;Pontificia Universidad Católica de Chile;Chile;26.0–33.4
743;Pontifical Catholic University of Rio de Janeiro (PUC-Rio);Brazil;26.0–33.4
744;Portland State University;United States;26.0–33.4
745;University of Pretoria;South Africa;26.0–33.4
746;Pusan National University;South Korea;26.0–33.4
747;Université du Québec;Canada;26.0–33.4
748;University of Regina;Canada;26.0–33.4
749;University of Rennes 1;France;26.0–33.4
750;Rikkyo University;Japan;26.0–33.4
751;Rochester Institute of Technology;United States;26.0–33.4
752;Roskilde University;Denmark;26.0–33.4
753;Roskilde University;Russian Federation;26.0–33.4
754;Universiti Sains Malaysia;Malaysia;26.0–33.4
755;University of Salamanca;Spain;26.0–33.4
756;University of Salford;United Kingdom;26.0–33.4
757;University of San Diego;United States;26.0–33.4
758;University of Santiago de Compostela;Spain;26.0–33.4
759;University of Sassari;Italy;26.0–33.4
760;University of Seville;Spain;26.0–33.4
761;Sharif University of Technology;Iran;26.0–33.4
762;Shenzhen University;China;26.0–33.4
763;Université de Sherbrooke;Canada;26.0–33.4
764;Shiraz University of Technology;Iran;26.0–33.4
765;Sichuan University;China;26.0–33.4
766;Sogang University;South Korea;26.0–33.4
767;University of South Alabama;United States;26.0–33.4
768;University of South Dakota;United States;26.0–33.4
769;University of Southern Queensland;Australia;26.0–33.4
770;University of Split;Croatia;26.0–33.4
771;Suez Canal University;Egypt;26.0–33.4
772;University of the Sunshine Coast;Australia;26.0–33.4
773;University of Szeged;Hungary;26.0–33.4
774;University of Tabriz;Iran;26.0–33.4
775;Tallinn University of Technology;Estonia;26.0–33.4
776;Technical University of Madrid;Spain;26.0–33.4
777;University of Technology of Compiègne;France;26.0–33.4
778;University of Tehran;Iran;26.0–33.4
779;Tehran University of Medical Sciences;Iran;26.0–33.4
780;Universiti Teknologi Malaysia;Malaysia;26.0–33.4
781;Universiti Teknologi Petronas;Malaysia;26.0–33.4
782;University of Texas at Arlington;United States;26.0–33.4
783;University of Texas at El Paso;United States;26.0–33.4
784;Texas Tech University;United States;26.0–33.4
785;Tezpur University;India;26.0–33.4
786;University of Trás-os-Montes and Alto Douro;Portugal;26.0–33.4
787;Ulster University;United Kingdom;26.0–33.4
788;University of Vigo;Spain;26.0–33.4
789;University of Warsaw;Poland;26.0–33.4
790;Waseda University;Japan;26.0–33.4
791;UWE Bristol (University of the West of England);United Kingdom;26.0–33.4
792;University of the Western Cape;South Africa;26.0–33.4
793;Western Washington University;United States;26.0–33.4
794;University of Westminster;United Kingdom;26.0–33.4
795;West Virginia University;United States;26.0–33.4
796;University of Windsor;Canada;26.0–33.4
797;University of Wolverhampton;United Kingdom;26.0–33.4
798;Yeungnam University;South Korea;26.0–33.4
799;Yokohama City University;Japan;26.0–33.4
800;University of Zaragoza;Spain;26.0–33.4
801;Acharya Nagarjuna University;India;19.0–25.9
802;University of A Coruña;Spain;19.0–25.9
803;Adam Mickiewicz University, Poznań;Poland;19.0–25.9
804;AGH University of Krakow;Poland;19.0–25.9
805;University of Agriculture, Faisalabad;Pakistan;19.0–25.9
806;Aichi Medical University;Japan;19.0–25.9
807;Ajou University;South Korea;19.0–25.9
808;Alexandria University;Egypt;19.0–25.9
809;Al-Farabi Kazakh National University;Kazakhstan;19.0–25.9
810;University of Alicante;Spain;19.0–25.9
811;Aligarh Muslim University;India;19.0–25.9
812;University of Almería;Spain;19.0–25.9
813;American University of Sharjah;United Arab Emirates;19.0–25.9
814;Anadolu University;Turkey;19.0–25.9
815;Asia University, Taiwan;Taiwan;19.0–25.9
816;Atılım University;Turkey;19.0–25.9
817;Austral University of Chile;Chile;19.0–25.9
818;Universidad Autónoma de Querétaro;Mexico;19.0–25.9
819;Azarbaijan Shahid Madani University;Iran;19.0–25.9
820;Babeş-Bolyai University;Romania;19.0–25.9
821;University of Baghdad;Iraq;19.0–25.9
822;Bandung Institute of Technology (ITB);Indonesia;19.0–25.9
823;Bandung Institute of Technology (ITB);Russian Federation;19.0–25.9
824;University of Bedfordshire;United Kingdom;19.0–25.9
825;Beijing Jiaotong University;China;19.0–25.9
826;University of Béjaïa;Algeria;19.0–25.9
827;University of Béjaïa;Russian Federation;19.0–25.9
828;University of Belgrade;Serbia;19.0–25.9
829;Birla Institute of Technology and Science, Pilani;India;19.0–25.9
830;University of Brasília;Brazil;19.0–25.9
831;Brno University of Technology;Czechia;19.0–25.9
832;University of Bucharest;Romania;19.0–25.9
833;Budapest University of Technology and Economics;Hungary;19.0–25.9
834;University of Burgos;Spain;19.0–25.9
835;Cairo University;Egypt;19.0–25.9
836;California Polytechnic State University, San Luis Obispo;United States;19.0–25.9
837;Capital Medical University;China;19.0–25.9
838;University of Castilla-La Mancha;Spain;19.0–25.9
839;University of Lancashire;United Kingdom;19.0–25.9
840;University of Cergy-Pontoise;France;19.0–25.9
841;University of Chemistry and Technology, Prague;Czechia;19.0–25.9
842;Chiang Mai University;Thailand;19.0–25.9
843;China University of Geosciences, Wuhan;China;19.0–25.9
844;China University of Mining and Technology;China;19.0–25.9
845;China University of Petroleum, Beijing;China;19.0–25.9
846;China Pharmaceutical University;China;19.0–25.9
847;Chongqing University;China;19.0–25.9
848;Chonnam National University;South Korea;19.0–25.9
849;Chulalongkorn University;Thailand;19.0–25.9
850;Chung Yuan Christian University;Taiwan;19.0–25.9
851;Comenius University in Bratislava;Slovakia;19.0–25.9
852;Czech University of Life Sciences Prague (CZU);Czechia;19.0–25.9
853;Czech Technical University in Prague;Czechia;19.0–25.9
854;University of Debrecen;Hungary;19.0–25.9
855;De La Salle University;Philippines;19.0–25.9
856;University of Derby;United Kingdom;19.0–25.9
857;Dublin Institute of Technology;Ireland;19.0–25.9
858;East Carolina University;United States;19.0–25.9
859;University of East London;United Kingdom;19.0–25.9
860;Edge Hill University;United Kingdom;19.0–25.9
861;Erciyes University;Turkey;19.0–25.9
862;Universidade Estadual Paulista (Unesp);Brazil;19.0–25.9
863;University of Évora;Portugal;19.0–25.9
864;Fayoum University;Egypt;19.0–25.9
865;Universidade Federal do ABC (UFABC);Brazil;19.0–25.9
866;Universidade Federal da Bahia;Brazil;19.0–25.9
867;Federal University of Pelotas;Brazil;19.0–25.9
868;Universidade Federal de Santa Catarina;Brazil;19.0–25.9
869;Federal University of São Carlos;Brazil;19.0–25.9
870;Ferdowsi University of Mashhad;Iran;19.0–25.9
871;Ferhat Abbas Sétif University 1;Algeria;19.0–25.9
872;Florida Atlantic University;United States;19.0–25.9
873;Florida Institute of Technology;United States;19.0–25.9
874;University of La Frontera;Chile;19.0–25.9
875;Fu Jen Catholic University;Taiwan;19.0–25.9
876;Gebze Technical University;Turkey;19.0–25.9
877;University of Ghana;Ghana;19.0–25.9
878;University of Guilan;Iran;19.0–25.9
879;Hamamatsu University School of Medicine;Japan;19.0–25.9
880;Hyogo College of Medicine;Japan;19.0–25.9
881;Indian Institute of Science Education and Research Kolkata;India;19.0–25.9
882;Indian Institute of Technology (Indian School of Mines) Dhanbad;India;19.0–25.9
883;Universidad Industrial de Santander (UIS);Colombia;19.0–25.9
884;Inha University;South Korea;19.0–25.9
885;Iran University of Medical Sciences;Iran;19.0–25.9
886;University of Isfahan;Iran;19.0–25.9
887;Istanbul University;Turkey;19.0–25.9
888;Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca;Romania;19.0–25.9
889;University of Jaén;Spain;19.0–25.9
890;Jamia Millia Islamia;India;19.0–25.9
891;Jeonbuk National University;South Korea;19.0–25.9
892;Jiangsu University;China;19.0–25.9
893;The Jikei University School of Medicine;Japan;19.0–25.9
894;Jilin University;China;19.0–25.9
895;Jinan University (China);China;19.0–25.9
896;The University of Jordan;Jordan;19.0–25.9
897;Kagawa University;Japan;19.0–25.9
898;Kanazawa University;Japan;19.0–25.9
899;Kansai Medical University;Japan;19.0–25.9
900;Kaohsiung Medical University;Taiwan;19.0–25.9
901;King Mongkut’s University of Technology Thonburi;Thailand;19.0–25.9
902;K.N. Toosi University of Technology;Iran;19.0–25.9
903;Kochi University;Japan;19.0–25.9
904;Kumamoto University;Japan;19.0–25.9
905;Kuwait University;Kuwait;19.0–25.9
906;Kyungpook National University (KNU);South Korea;19.0–25.9
907;Kyushu Institute of Technology (Kyutech);Japan;19.0–25.9
908;University of Latvia;Latvia;19.0–25.9
909;Leeds Beckett University;United Kingdom;19.0–25.9
910;University of Maribor;Slovenia;19.0–25.9
911;University Cadi Ayyad of Marrakech;Morocco;19.0–25.9
912;University of Mazandaran;Iran;19.0–25.9
913;Metropolitan Autonomous University;Mexico;19.0–25.9
914;Mohammed V University of Rabat;Morocco;19.0–25.9
915;University of Murcia;Spain;19.0–25.9
916;Nagasaki University;Japan;19.0–25.9
917;Nagoya City University;Japan;19.0–25.9
918;National Central University;Taiwan;19.0–25.9
919;National Chengchi University;Taiwan;19.0–25.9
920;National Chung Hsing University;Taiwan;19.0–25.9
921;National University of Cuyo;Argentina;19.0–25.9
922;National Dong Hwa University;Taiwan;19.0–25.9
923;National Institute of Technology, Tiruchirappalli;India;19.0–25.9
924;National University of San Martín;Argentina;19.0–25.9
925;National University of Sciences and Technology;Pakistan;19.0–25.9
926;National Taipei University;Taiwan;19.0–25.9
927;National Taipei University of Technology;Taiwan;19.0–25.9
928;National Taiwan Ocean University;Taiwan;19.0–25.9
929;Niigata University;Japan;19.0–25.9
930;Normandy University;France;19.0–25.9
931;Northeastern University, China;China;19.0–25.9
932;University of Northern British Columbia (UNBC);Canada;19.0–25.9
933;Northwest University (China);China;19.0–25.9
934;NorthWest A&F University;China;19.0–25.9
935;NorthWest A&F University;Russian Federation;19.0–25.9
936;Oakland University;United States;19.0–25.9
937;Ocean University of China;China;19.0–25.9
938;Okayama University;Japan;19.0–25.9
939;Osaka City University;Japan;19.0–25.9
940;Osmania University;India;19.0–25.9
941;University of Ostrava;Czechia;19.0–25.9
942;Pablo de Olavide University;Spain;19.0–25.9
943;Paris Nanterre University;France;19.0–25.9
944;University of Patras;Greece;19.0–25.9
945;Pondicherry University;India;19.0–25.9
946;Pontifical Catholic University of Peru;Peru;19.0–25.9
947;Pontifical Catholic University of Rio Grande do Sul (PUCRS);Brazil;19.0–25.9
948;Universiti Putra Malaysia;Malaysia;19.0–25.9
949;University Rey Juan Carlos;Spain;19.0–25.9
950;Riga Technical University;Latvia;19.0–25.9
951;Robert Gordon University;United Kingdom;19.0–25.9
952;University of Roehampton;United Kingdom;19.0–25.9
953;Saitama University;Japan;19.0–25.9
954;Saitama University;Russian Federation;19.0–25.9
955;Sapporo Medical University;Japan;19.0–25.9
956;University of Science and Technology Beijing;China;19.0–25.9
957;University of Seoul;South Korea;19.0–25.9
958;University of Sfax;Tunisia;19.0–25.9
959;Shahid Beheshti University;Iran;19.0–25.9
960;Shahid Beheshti University of Medical Sciences;Iran;19.0–25.9
961;Shanghai University;China;19.0–25.9
962;Shantou University;China;19.0–25.9
963;University of Sharjah;United Arab Emirates;19.0–25.9
964;Sheffield Hallam University;United Kingdom;19.0–25.9
965;Shinshu University;Japan;19.0–25.9
966;Shiraz University;Iran;19.0–25.9
967;Sidi Mohamed Ben Abdellah University;Morocco;19.0–25.9
968;Sohag University;Egypt;19.0–25.9
969;Southern Medical University;China;19.0–25.9
970;University of South Wales;United Kingdom;19.0–25.9
971;Sri Venkateswara University;India;19.0–25.9
972;University of Staffordshire;United Kingdom;19.0–25.9
973;Sultan Qaboos University;Oman;19.0–25.9
974;Suranaree University of Technology;Thailand;19.0–25.9
975;University of Talca;Chile;19.0–25.9
976;Tanta University;Egypt;19.0–25.9
977;Teesside University;United Kingdom;19.0–25.9
978;Universiti Tenaga Nasional (UNITEN);Malaysia;19.0–25.9
979;Texas State University;United States;19.0–25.9
980;Thapar Institute of Engineering and Technology;India;19.0–25.9
981;Toho University;Japan;19.0–25.9
982;Tokushima University;Japan;19.0–25.9
983;Tokyo University of Agriculture and Technology;Japan;19.0–25.9
984;Tokyo Medical University;Japan;19.0–25.9
985;Tokyo University of Science;Japan;19.0–25.9
986;Toyohashi University of Technology (TUT);Japan;19.0–25.9
987;Tribhuvan University;Nepal;19.0–25.9
988;Tshwane University of Technology;South Africa;19.0–25.9
989;Universiti Utara Malaysia;Malaysia;19.0–25.9
990;Vilnius University;Lithuania;19.0–25.9
991;VIT University;India;19.0–25.9
992;Warsaw University of Technology;Poland;19.0–25.9
993;Wuhan University of Technology;China;19.0–25.9
994;Xiangtan University;China;19.0–25.9
995;Xidian University;China;19.0–25.9
996;Yamagata University;Japan;19.0–25.9
997;University of Yamanashi;Japan;19.0–25.9
998;Yangzhou University;China;19.0–25.9
999;Yokohama National University;Japan;19.0–25.9
1000;University of Zagreb;Croatia;19.0–25.9
1001;University of Abou Bekr Belkaïd Tlemcen;Algeria;9.8–18.9
1002;Ain Shams University;Egypt;9.8–18.9
1003;Akdeniz University;Turkey;9.8–18.9
1004;Akita University;Japan;9.8–18.9
1005;Al-Azhar University;Egypt;9.8–18.9
1006;Alexandru Ioan Cuza University;Romania;9.8–18.9
1007;Alzahra University;Iran;9.8–18.9
1008;Amity University, Noida;India;9.8–18.9
1009;University of the Andes, Venezuela;Venezuela;9.8–18.9
1010;Andhra University;India;9.8–18.9
1011;Universidad Andrés Bello (UNAB);Chile;9.8–18.9
1012;Ankara University;Turkey;9.8–18.9
1013;Annamalai University;India;9.8–18.9
1014;University of Antioquia;Colombia;9.8–18.9
1015;Aoyama Gakuin University;Japan;9.8–18.9
1016;Assiut University;Egypt;9.8–18.9
1017;Universidad Autónoma del Estado de Hidalgo;Mexico;9.8–18.9
1018;Universidad Autónoma del Estado de Mexico (UAEMex);Mexico;9.8–18.9
1019;Universidad Autónoma de Nuevo León (UANL);Mexico;9.8–18.9
1020;Universidad Autónoma de Yucatán;Mexico;9.8–18.9
1021;Autonomous University of Baja California;Mexico;9.8–18.9
1022;Autonomous University of San Luis Potosi;Mexico;9.8–18.9
1023;Badji Mokhtar University – Annaba;Algeria;9.8–18.9
1024;Bahauddin Zakariya University;Pakistan;9.8–18.9
1025;Bahçeşehir University;Turkey;9.8–18.9
1026;Bahçeşehir University;Belarus;9.8–18.9
1027;Benemérita Universidad Autónoma de Puebla;Mexico;9.8–18.9
1028;University of Bío-Bío;Chile;9.8–18.9
1029;University of Birjand;Iran;9.8–18.9
1030;Birmingham City University;United Kingdom;9.8–18.9
1031;Bucharest University of Economic Studies;Romania;9.8–18.9
1032;Canterbury Christ Church University;United Kingdom;9.8–18.9
1033;Catholic University of the North;Chile;9.8–18.9
1034;Ceará State University;Brazil;9.8–18.9
1035;Chaoyang University of Technology;Taiwan;9.8–18.9
1036;University of Chester;United Kingdom;9.8–18.9
1037;Chiba Institute of Technology;Japan;9.8–18.9
1038;Chubu University;Japan;9.8–18.9
1039;Chungnam National University;South Korea;9.8–18.9
1040;Chuo University;Japan;9.8–18.9
1041;Cochin University of Science and Technology;India;9.8–18.9
1042;University of Colombo;Sri Lanka;9.8–18.9
1043;University of Concepción;Chile;9.8–18.9
1044;Corvinus University of Budapest;Hungary;9.8–18.9
1045;Cukurova University;Turkey;9.8–18.9
1046;University of Dar es Salaam;Tanzania;9.8–18.9
1047;Del Rosario University;Colombia;9.8–18.9
1048;Democritus University of Thrace;Greece;9.8–18.9
1049;Dokuz Eylül University;Turkey;9.8–18.9
1050;Doshisha University;Japan;9.8–18.9
1051;University of Economics in Prague;Czechia;9.8–18.9
1052;Ehime University;Japan;9.8–18.9
1053;The University of Electro-Communications;Japan;9.8–18.9
1054;University of Engineering & Technology (UET) Lahore;Pakistan;9.8–18.9
1055;Universidade do Estado do Rio de Janeiro (UERJ);Brazil;9.8–18.9
1056;Universidade Estadual de Maringá;Brazil;9.8–18.9
1057;Universidade Estadual do Oeste do Paraná (Unioeste);Brazil;9.8–18.9
1058;Universidade Estadual do Oeste do Paraná (Unioeste);Russian Federation;9.8–18.9
1059;Universidade Federal do Ceará (UFC);Brazil;9.8–18.9
1060;Federal University of Goiás;Brazil;9.8–18.9
1061;Federal University of Itajubá;Brazil;9.8–18.9
1062;Federal University of Lavras;Brazil;9.8–18.9
1063;Federal University of Pará;Brazil;9.8–18.9
1064;Universidade Federal do Paraná (UFPR);Brazil;9.8–18.9
1065;Universidade Federal de Pernambuco;Brazil;9.8–18.9
1066;Federal University of Rio Grande do Norte (UFRN);Brazil;9.8–18.9
1067;Federal University of Santa Maria;Brazil;9.8–18.9
1068;Federal University of Uberlândia;Brazil;9.8–18.9
1069;Federal University of Viçosa;Brazil;9.8–18.9
1070;Feng Chia University;Taiwan;9.8–18.9
1071;Fluminense Federal University;Brazil;9.8–18.9
1072;Université Frères Mentouri Constantine 1;Algeria;9.8–18.9
1073;University of Fukui;Japan;9.8–18.9
1074;Universitas Gadjah Mada;Indonesia;9.8–18.9
1075;Gazi University;Turkey;9.8–18.9
1076;G.B. Pant University of Agriculture &amp;India;9.8–18.9
1077;University of Gdańsk;Poland;9.8–18.9
1078;Gdańsk University of Technology;Poland;9.8–18.9
1079;Gifu University;Japan;9.8–18.9
1080;GITAM University;India;9.8–18.9
1081;Government College University Lahore;Pakistan;9.8–18.9
1082;Grigore T. Popa University of Medicine and Pharmacy;Romania;9.8–18.9
1083;University of Guadalajara;Mexico;9.8–18.9
1084;University of Guanajuato;Mexico;9.8–18.9
1085;Guangxi University;China;9.8–18.9
1086;Gunma University;Japan;9.8–18.9
1087;Hallym University;South Korea;9.8–18.9
1088;Harbin Engineering University;China;9.8–18.9
1089;The Hashemite University;Jordan;9.8–18.9
1090;Université Hassan II de Casablanca;Morocco;9.8–18.9
1091;Helwan University;Egypt;9.8–18.9
1092;Hosei University;Japan;9.8–18.9
1093;Huaqiao University;China;9.8–18.9
1094;University of Hyogo;Japan;9.8–18.9
1095;Ibaraki University;Japan;9.8–18.9
1096;Imam Abdulrahman Bin Faisal University;Saudi Arabia;9.8–18.9
1097;Incheon National University;South Korea;9.8–18.9
1098;Instituto Politécnico Nacional (IPN);Mexico;9.8–18.9
1099;IPB University;Indonesia;9.8–18.9
1100;I-Shou University;Taiwan;9.8–18.9
1101;Ivane Javakhishvili Tbilisi State University;Georgia;9.8–18.9
1102;Ivan Franko National University of Lviv;Ukraine;9.8–18.9
1103;Iwate University;Japan;9.8–18.9
1104;Izmir Institute of Technology;Turkey;9.8–18.9
1105;Kagoshima University;Japan;9.8–18.9
1106;Kanagawa University;Japan;9.8–18.9
1107;Kansai University;Japan;9.8–18.9
1108;Kasetsart University;Thailand;9.8–18.9
1109;Kaunas University of Technology;Lithuania;9.8–18.9
1110;Kaunas University of Technology;Russian Federation;9.8–18.9
1111;University of Kerala;India;9.8–18.9
1112;Kharazmi University;Iran;9.8–18.9
1113;Khon Kaen University;Thailand;9.8–18.9
1114;KIIT University;India;9.8–18.9
1115;King Mongkut’s Institute of Technology Ladkrabang;Thailand;9.8–18.9
1116;King Mongkut's University of Technology North Bangkok;Thailand;9.8–18.9
1117;Kitasato University;Japan;9.8–18.9
1118;Kogakuin University;Japan;9.8–18.9
1119;Kookmin University;South Korea;9.8–18.9
1120;Kwansei Gakuin University;Japan;9.8–18.9
1121;Kyoto Institute of Technology;Japan;9.8–18.9
1122;University of Lahore;Pakistan;9.8–18.9
1123;University of León;Spain;9.8–18.9
1124;L.N. Gumilyov Eurasian National University;Kazakhstan;9.8–18.9
1125;L.N. Gumilyov Eurasian National University;Russian Federation;9.8–18.9
1126;University of Lodz;Poland;9.8–18.9
1127;Lodz University of Technology;Poland;9.8–18.9
1128;London South Bank University;United Kingdom;9.8–18.9
1129;Londrina State University;Brazil;9.8–18.9
1130;Lviv Polytechnic National University;Ukraine;9.8–18.9
1131;Maharaja Sayajirao University of Baroda;India;9.8–18.9
1132;Mahasarakham University;Thailand;9.8–18.9
1133;Universiti Malaysia Sarawak (UNIMAS);Malaysia;9.8–18.9
1134;Manipal Academy of Higher Education;India;9.8–18.9
1135;Marmara University;Turkey;9.8–18.9
1136;Meiji University;Japan;9.8–18.9
1137;Meijo University;Japan;9.8–18.9
1138;Menoufia University;Egypt;9.8–18.9
1139;Universidad Michoacana de San Nicolás de Hidalgo;Mexico;9.8–18.9
1140;Ming Chuan University;Taiwan;9.8–18.9
1141;Minia University;Egypt;9.8–18.9
1142;Minia University;Russian Federation;9.8–18.9
1143;University of Miyazaki;Japan;9.8–18.9
1144;University of Monastir;Tunisia;9.8–18.9
1145;University of Monastir;Russian Federation;9.8–18.9
1146;University of Monastir;Russian Federation;9.8–18.9
1147;Muroran Institute of Technology;Japan;9.8–18.9
1148;University of Mysore;India;9.8–18.9
1149;Nagaoka University of Technology;Japan;9.8–18.9
1150;Nagoya Institute of Technology;Japan;9.8–18.9
1151;University of Nairobi;Kenya;9.8–18.9
1152;Nara Medical University;Japan;9.8–18.9
1153;Naresuan University;Thailand;9.8–18.9
1154;National Changhua University of Education;Taiwan;9.8–18.9
1155;National Chiayi University;Taiwan;9.8–18.9
1156;National Chung Cheng University;Taiwan;9.8–18.9
1157;National University of Colombia;Colombia;9.8–18.9
1158;National University of Córdoba;Argentina;9.8–18.9
1159;National University of Kaohsiung;Taiwan;9.8–18.9
1160;National University of La Plata;Argentina;9.8–18.9
1161;National University of La Plata;Russian Federation;9.8–18.9
1162;National University of La Plata;Russian Federation;9.8–18.9
1163;National University of the South;Argentina;9.8–18.9
1164;Nicolaus Copernicus University in Toruń;Poland;9.8–18.9
1165;University of Nigeria Nsukka;Nigeria;9.8–18.9
1166;North China Electric Power University;China;9.8–18.9
1167;Ochanomizu University;Japan;9.8–18.9
1168;Oita University;Japan;9.8–18.9
1169;Ondokuz Mayis University;Turkey;9.8–18.9
1170;Osaka Prefecture University;Japan;9.8–18.9
1171;University of Pardubice;Czechia;9.8–18.9
1172;University of Pardubice;Russian Federation;9.8–18.9
1173;University of Pardubice;Russian Federation;9.8–18.9
1174;University of Pardubice;Russian Federation;9.8–18.9
1175;PMAS Arid Agriculture University Rawalpindi;Pakistan;9.8–18.9
1176;Pontifical Catholic University of Valparaíso;Chile;9.8–18.9
